BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info;;
Europa;BRESS;EUAA3764N26134;Named formation;Crater;AA;BRESS;Approuved by IAU in 2006;Deity;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Beautiful son of Elatha in Celtic mythology.;261,34;261°20';37,64;37°38';10,00;10;Europa;6967;Bress;Bress;Crater, craters;AA;10,00;37.64;261.34;37.8;37.5;261.6;261.09;Planetographic  +East  0 - 360;;Beautiful son of Elatha in Celtic mythology.;Europe;Celtic;Approved;2006;128;10/01/2006;;;
Europa;BRIGID;EUAA1080N27870;Named formation;Crater;AA;BRIGID;Approuved by IAU in 2000;Goddess;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic goddess of healing, smiths, fertility and poetry.;278,70;278°41';10,80;10°48';9,50;9,5;Europa;882;Brigid;Brigid;Crater, craters;AA;9.5;10.8;278.7;;;;;Planetographic  +East  0 - 360;;Celtic goddess of healing, smiths, fertility and poetry.;Europe;Celtic;Approved;2000;160;10/01/2006;;;
Europa;BUTTERDON LINEA;EULI4470S35990;Named formation;Dark or bright elongate marking;LI;BUTTERDON LINEA;Approuved by IAU in 2003;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in England.;359,90;359°53';-44,70;-44°-42';1 900,00;???;Europa;937;Butterdon Linea;Butterdon Linea;Linea, lineae;LI;1 900,00;-44.7;359.9;-29.4;-41,00;315,00;44.8;Planetographic  +East  0 - 360;;Stone row in England.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europa;CADMUS LINEA;EULI3870N16830;Named formation;Dark or bright elongate marking;LI;CADMUS LINEA;Approuved by IAU in 1979;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; brother of Europa.";168,30;168°18';38,70;38°42';3 548,00;???;Europa;955;Cadmus Linea;Cadmus Linea;Linea, lineae;LI;3 548,00;38.7;168.3;35.5;15.2;200.3;121.5;Planetographic  +East  0 - 360;;"Greek; brother of Europa.";Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;CALLANISH;EULG1670S2550;Named formation;Large ringed feature;LG;CALLANISH;Approuved by IAU in 1997;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Stone circle in the Outer Hebrides, Scotland.;25,50;25°30';-16,70;-16°-42';107,00;???;Europa;974;Callanish;Callanish;Large ringed feature;LG;107,00;-16.7;25.5;-14.7;-18.6;27.4;23.6;Planetographic  +East  0 - 360;;Stone circle in the Outer Hebrides, Scotland.;Europe;Celtic;Approved;1997;142;10/01/2006;;;
Europa;CAMULUS;EUAA2650S27890;Named formation;Crater;AA;CAMULUS;Approuved by IAU in 2000;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Gaelic war god.;278,90;278°53';-26,50;-26°-30';4,50;4,5;Europa;993;Camulus;Camulus;Crater, craters;AA;4.5;-26.5;278.9;;;;;Planetographic  +East  0 - 360;;Gaelic war god.;Europe;Celtic;Approved;2000;128;10/01/2006;;;
Europa;CASTALIA MACULA;EUMA160S13430;Named formation;Dark spot;MA;CASTALIA MACULA;Approuved by IAU in 2003;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Greek; spring where Cadmus, brother of Europa, killed the dragon.";134,30;134°18';-1,60;-1°-36';35,00;???;Europa;1048;Castalia Macula;Castalia Macula;Macula, maculae;MA;35,00;-1.6;134.3;-0.9;-2.2;134.9;133.8;Planetographic  +East  0 - 360;;"Greek; spring where Cadmus, brother of Europa, killed the dragon.";Europe;Greek;Approved;2003;19;10/01/2006;;;
Europa;CHTHONIUS LINEA;EULI140S5580;Named formation;Dark or bright elongate marking;LI;CHTHONIUS LINEA;Approuved by IAU in 1997;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Survivor of the men Cadmus sowed with dragon's teeth, a founder of Thebes.;55,80;55°47';-1,40;-1°-24';2 180,00;???;Europa;1207;Chthonius Linea;Chthonius Linea;Linea, lineae;LI;2 180,00;-1.4;55.8;9,00;3.2;92.1;15.1;Planetographic  +East  0 - 360;;Survivor of the men Cadmus sowed with dragon's teeth, a founder of Thebes.;Europe;Greek;Approved;1997;19;10/01/2006;;;
Europa;CILICIA FLEXUS;EUFE5950S18830;Named formation;Curvilinear low ridge;FE;CILICIA FLEXUS;Approuved by IAU in 1979;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Land named for Cilix on his search for Europa.;188,30;188°18';-59,50;-59°-30';1 312,00;???;Europa;1215;Cilicia Flexus;Cilicia Flexus;Flexus, flexÅ«s;FE;1 312,00;-59.5;188.3;-42.3;-61.4;221.5;147.2;Planetographic  +East  0 - 360;;Land named for Cilix on his search for Europa.;Europe;Greek;Approved;1979;19;10/01/2006;;;
Europa;CILIX;EUAA260N17810;Named formation;Crater;AA;CILIX;Approuved by IAU in 1985;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Brother of Europa.;178,10;178°5';2,60;2°36';15,00;15;Europa;1216;Cilix;Cilix;Crater, craters;AA;15,00;2.6;178.1;2.8;2.4;178.3;177.8;Planetographic  +East  0 - 360;;Brother of Europa. Defines 182° longitude on Europa.;Europe;Greek;Approved;1985;19;01/04/2008;Defines 182 degrees longitude on Europa.;;
Europa;CLIODHNA;EUAA250S28360;Named formation;Crater;AA;CLIODHNA;Approuved by IAU in 2000;Goddess;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic goddess of beauty who was lured asleep by music, then swept away by a great wave.;283,60;283°36';-2,50;-2°-30';3,00;3;Europa;1246;Cliodhna;Cliodhna;Crater, craters;AA;3,00;-2.5;283.6;;;;;Planetographic  +East  0 - 360;;Celtic goddess of beauty who was lured asleep by music, then swept away by a great wave.;Europe;Celtic;Approved;2000;160;10/01/2006;;;
Europa;CONAMARA CHAOS;EUCH970N8730;Named formation;Distinctive area of broken terrain;CH;CONAMARA CHAOS;Approuved by IAU in 1997;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Rugged part of western Ireland named for Conmac, son of the Queen of Connacht.;87,30;87°17';9,70;9°42';143,70;???;Europa;1282;Conamara Chaos;Conamara Chaos;Chaos, chaoses;CH;143.7;9.7;87.3;11.9;6.6;88.9;85.3;Planetographic  +East  0 - 360;;Rugged part of western Ireland named for Conmac, son of the Queen of Connacht.;Europe;Celtic;Approved;1997;142;10/01/2006;;;
Europa;CORICK LINEA;EULI1780N34170;Named formation;Dark or bright elongate marking;LI;CORICK LINEA;Approuved by IAU in 2003;Place;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in Ireland.;341,70;341°41';17,80;17°48';1 300,00;???;Europa;1310;Corick Linea;Corick Linea;Linea, lineae;LI;1 300,00;17.8;341.7;24.6;10.4;360,00;314,00;Planetographic  +East  0 - 360;;Stone row in Ireland.;Europe;Ireland;Approved;2003;142;10/01/2006;;;
Europa;CORMAC;EUAA3690S27190;Named formation;Crater;AA;CORMAC;Approuved by IAU in 2000;King;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Cormac Mac Art, High King of Ulster in Irish myths.;271,90;271°53';-36,90;-36°-53';4,00;4;Europa;1314;Cormac;Cormac;Crater, craters;AA;4,00;-36.9;271.9;;;;;Planetographic  +East  0 - 360;;Cormac Mac Art, High King of Ulster in Irish myths.;Europe;Ireland;Approved;2000;160;10/01/2006;;;
Europa;CYCLADES MACULA;EUMA6250S16870;Named formation;Dark spot;MA;CYCLADES MACULA;Approuved by IAU in 1997;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Islands where Rhadamanthys reigned.;168,70;168°41';-62,50;-62°-30';107,00;???;Europa;1361;Cyclades Macula;Cyclades Macula;Macula, maculae;MA;107,00;-62.5;168.7;-60.7;-64.1;170.4;165.8;Planetographic  +East  0 - 360;;Islands where Rhadamanthys reigned.;Europe;Greek;Approved;1997;1;10/01/2006;;;
Europa;DAGDA;EUAA3735N19126;Named formation;Crater;AA;DAGDA;Approuved by IAU in 2006;Deity;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;One of the chief deities of the Tuatha de Danann in Irish mythology.;191,26;191°15';37,35;37°21';9,80;9,8;Europa;6968;Dagda;Dagda;Crater, craters;AA;9.8;37.35;191.26;37.5;37.17;191.46;191.06;Planetographic  +East  0 - 360;;One of the chief deities of the Tuatha de Danann in Irish mythology.;Europe;Ireland;Approved;2006;83;10/01/2006;;;
Europa;DEIRDRE;EUAA6540S15270;Named formation;Crater;AA;DEIRDRE;Approuved by IAU in 2000;Human;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;The most beautiful woman in Irish myths.;152,70;152°41';-65,40;-65°-24';4,50;4,5;Europa;1461;Deirdre;Deirdre;Crater, craters;AA;4.5;-65.4;152.7;-65.3;-65.5;152.9;152.5;Planetographic  +East  0 - 360;;The most beautiful woman in Irish myths.;Europe;Ireland;Approved;2000;160;10/01/2006;;;
Europa;DELPHI FLEXUS;EUFE6820S18590;Named formation;Curvilinear low ridge;FE;DELPHI FLEXUS;Approuved by IAU in 1985;Place;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;Where the cow led Cadmus before it stopped at the site of Thebes.;185,90;185°54';-68,20;-68°-12';793,00;???;Europa;1476;Delphi Flexus;Delphi Flexus;Flexus, flexÅ«s;FE;793,00;-68.2;185.9;-62.6;-69.1;217.7;148.1;Planetographic  +East  0 - 360;;Where the cow led Cadmus before it stopped at the site of Thebes.;Europe;Greek;Approved;1985;19;10/01/2006;;;
Europa;DIARMUID;EUAA6130S25800;Named formation;Crater;AA;DIARMUID;Approuved by IAU in 2000;Human;Ireland;Irish;Not appliable;Not appliable;Not appliable;Not appliable;Handsome Irish mythological warrior, husband of GrÃ¡inne.;258,00;258°0';-61,30;-61°-17';8,20;8,2;Europa;1526;Diarmuid;Diarmuid;Crater, craters;AA;8.2;-61.3;258,00;-61.2;-61.5;258.4;257.7;Planetographic  +East  0 - 360;;Handsome Irish mythological warrior, husband of GrÃ¡inne.;Europe;Ireland;Approved;2000;152;11/17/08;;;
Europa;DRIZZLECOMB LINEA;EULI770N24830;Named formation;Dark or bright elongate marking;LI;DRIZZLECOMB LINEA;Approuved by IAU in 2003;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in England.;248,30;248°18';7,70;7°42';1 500,00;???;Europa;1640;Drizzlecomb Linea;Drizzlecomb Linea;Linea, lineae;LI;1 500,00;7.7;248.3;24.5;-15,00;263,00;225.2;Planetographic  +East  0 - 360;;Stone row in England.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europa;DRUMSKINNY LINEA;EULI4830N19900;Named formation;Dark or bright elongate marking;LI;DRUMSKINNY LINEA;Approuved by IAU in 2003;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Stone row in Ireland.;199,00;199°0';48,30;48°17';1 375,00;???;Europa;1643;Drumskinny Linea;Drumskinny Linea;Linea, lineae;LI;1 375,00;48.3;199,00;60.7;23.9;218.3;167.6;Planetographic  +East  0 - 360;;Stone row in Ireland.;Europe;Celtic;Approved;2003;142;10/01/2006;;;
Europa;DYFED REGIO;EURE1000N11000;Named formation;Broad geographic region;RE;DYFED REGIO;Approuved by IAU in May 11, 2007;Place;Wales;Welsh;Not appliable;Not appliable;Not appliable;Not appliable;In Welsh mythology, the southwestern kingdom of Wales just east of Annwn, containing a mysterious realm.  ;110,00;110°0';10,00;10°0';1 750,00;???;Europa;14293;Dyfed Regio;Dyfed Regio;Regio, regiones;RE;1 750,00;10,00;110,00;42,00;-22,00;135,00;78,00;Planetographic  +East  0 - 360;;In Welsh mythology, the southwestern kingdom of Wales just east of Annwn, containing a mysterious realm.  ;Europe;Wales;Approved;May 11, 2007;160;05/11/2007;;;
Europa;DYLAN;EUAA5530S27560;Named formation;Crater;AA;DYLAN;Approuved by IAU in 2000;God;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Celtic sea god.;275,60;275°36';-55,30;-55°-17';5,30;5,3;Europa;1683;Dylan;Dylan;Crater, craters;AA;5.3;-55.3;275.6;;;;;Planetographic  +East  0 - 360;;Celtic sea god.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europa;ECHION LINEA;EULI1160S17480;Named formation;Dark or bright elongate marking;LI;ECHION LINEA;Approuved by IAU in 1985;Human;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;"Survivor of the men Cadmus sowed with the dragon's teeth; a founder of Thebes.";174,80;174°48';-11,60;-11°-36';1 026,00;???;Europa;1708;Echion Linea;Echion Linea;Linea, lineae;LI;1 026,00;-11.6;174.8;-9.9;-16,00;195.3;158.4;Planetographic  +East  0 - 360;;"Survivor of the men Cadmus sowed with the dragon's teeth; a founder of Thebes.";Europe;Greek;Approved;1985;19;10/01/2006;;;
Europa;ELATHAN;EUAA3190S28020;Named formation;Crater;AA;ELATHAN;Approuved by IAU in 2000;King;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;Handsome Celtic king, father of sun god Bres.;280,20;280°11';-31,90;-31°-53';2,50;2,5;Europa;1757;Elathan;Elathan;Crater, craters;AA;2.5;-31.9;280.2;;;;;Planetographic  +East  0 - 360;;Handsome Celtic king, father of sun god Bres.;Europe;Celtic;Approved;2000;83;10/01/2006;;;
Europa;EOCHAID;EUAA5048S12667;Named formation;Crater;AA;EOCHAID;Approuved by IAU in 2006;King;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;King of the Fir Bolgs in Celtic mythology.;126,67;126°40';-50,48;-50°-28';10,60;10,6;Europa;6969;Eochaid;Eochaid;Crater, craters;AA;10.6;-50.48;126.67;-50.2;-50.66;127.05;126.31;Planetographic  +East  0 - 360;;King of the Fir Bolgs in Celtic mythology.;Europe;Celtic;Approved;2006;83;10/01/2006;;;
Europa;EUPHEMUS LINEA;EULI1140S31430;Named formation;Dark or bright elongate marking;LI;EUPHEMUS LINEA;Approuved by IAU in 2003;Demigod;Greece;Greek;Not appliable;Not appliable;Not appliable;Not appliable;In Greek mythology, son of Europa and Poseidon who could walk on water.;314,30;314°18';-11,40;-11°-24';1 250,00;???;Europa;1871;Euphemus Linea;Euphemus Linea;Linea, lineae;LI;1 250,00;-11.4;314.3;-2.6;-20,00;333.1;290.2;Planetographic  +East  0 - 360;;In Greek mythology, son of Europa and Poseidon who could walk on water.;Europe;Greek;Approved;2003;1;10/01/2006;;;
Europa;FALGA REGIO;EURE3000N15000;Named formation;Broad geographic region;RE;FALGA REGIO;Approuved by IAU in May 11, 2007;Place;Celtic nation;Celtic;Not appliable;Not appliable;Not appliable;Not appliable;In Celtic mythology, island where Midir had a stronghold.;150,00;150°0';30,00;30°0';2 500,00;???;Europa;14294;Falga Regio;Falga Regio;Regio, regiones;RE;2 500,00;30,00;150,00;55,00;0,00;210,00;72,00;Planetographic  +East  0 - 360;;In Celtic mythology, island where Midir had a stronghold.;Europe;Celtic;Approved;May 11, 2007;128;05/11/2007;;;
