BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;PUN;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercure;SEI;MEAA6463S27137;Formation nommée;Cratère;AA;Shonagun SEI;Approuvé par l'UAI en 1976;Poète;Japon;japonais(e );10;10 ème siècle;???;966;???;1013;???;271.37;88 ° 38 '  O;-64.63;65 ° 38 ' S;H-11;137.11;137.11;82;82;Mercury;5408;Sei;Sei;Crater, craters;AA;137.11;-64.63;271.37;-63.02;-66.24;275.13;267.61;MAA6463S27137;Planetographic  +East  0 - 360;H-11;Shonagun. Japanese diarist and poet (c. 966-1013).;Asia;Japan;Approved;1976;59;03.07.2011;
Mercure;SEUSS;MEAA773N3324;Formation nommée;Cratère;AA;Theodor Seuss Geisel SEUSS;Approuvé par l'UAI en Apr 24, 2012;Auteur;U. S. A.;Américain(ne);20;20 ème siècle;???;1904;???;1991;???;33.24;33 ° 46 '  E;7.73;7 ° 16 ' N;H-10;63.5;63.5;38;38;Mercury;14972;Seuss;Seuss;Crater, craters;AA;63.5;7.73;33.24;8.37;7.08;34;32.49;MAA773N3324;Planetographic  +East  0 - 360;H-10;Theodor Seuss Geisel. American author and cartoonist (1904-1991).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercure;SHAKESPEARE;MEAA4779N20775;Formation nommée;Cratère;AA;William SHAKESPEARE;Approuvé par l'UAI en 1979;Poète;Royaume Uni;britannique;17;17 ème siècle;???;1564;???;1616;???;207.75;152 ° 15 '  O;47.79;47 ° 13 ' N;H-03;399.06;399.06;241;241;Mercury;5456;Shakespeare;Shakespeare;Crater, craters;AA;399.06;47.79;207.75;52.48;43.1;214.71;200.78;MAA4779N20775;Planetographic  +East  0 - 360;H-03;William. English poet and dramatist (1564-1616).;Europe;England;Approved;1979;59;03.07.2011;
Mercure;SHELLEY;MEAA4760S23178;Formation nommée;Cratère;AA;Percy Bysshe SHELLEY;Approuvé par l'UAI en 1979;Poète;Royaume Uni;britannique;18;18 ème siècle;???;1792;???;1822;???;231.78;128 ° 13 '  O;-47.6;48 ° 36 ' S;H-12;170.98;170.98;103;103;Mercury;5483;Shelley;Shelley;Crater, craters;AA;170.98;-47.6;231.78;-45.59;-49.61;234.76;228.81;MAA4760S23178;Planetographic  +East  0 - 360;H-12;Percy Bysshe. English poet (1792-1822).;Europe;England;Approved;1979;59;03.07.2011;
Mercure;SHER GIL;MEAA4525S13475;Formation nommée;Cratère;AA;Amrita SHER GIL;Approuvé par l'UAI en Nov 20, 2008;Peintre;Inde;hindou(e );20;20 ème siècle;???;1913;???;1941;???;134.75;134 ° 15 '  E;-45.25;46 ° 15 ' S;H-13;76.56;76.56;46;46;Mercury;14520;Sher-Gil;Sher Gil;Crater, craters;AA;76.56;-45.25;134.75;-44.36;-46.15;136.03;133.47;MAA4525S13475;Planetographic  +East  0 - 360;H-13;Amrita. Indian painter (1913-1941).;Asia;India;Approved;Nov 20, 2008;210;03.07.2011;
Mercure;SHEVCHENKO;MEAA5355S31383;Formation nommée;Cratère;AA;Taras Hryhorovych SHEVCHENKO;Approuvé par l'UAI en 1976;Poète;Ukraine;ukrainien(ne);19;19 ème siècle;???;1814;???;1861;???;313.83;46 ° 10 '  O;-53.55;54 ° 33 ' S;H-11;143.33;143.33;86;86;Mercury;5486;Shevchenko;Shevchenko;Crater, craters;AA;143.33;-53.55;313.83;-51.86;-55.23;316.66;310.99;MAA5355S31383;Planetographic  +East  0 - 360;H-11;Taras Hryhorovych. Ukrainian poet (1814-1861).;Europe;Ukraine;Approved;1976;59;03.07.2011;
Mercure;SHOLEM ALEICHEM;MEAA5097N26951;Formation nommée;Cratère;AA; Yakov Rabinowitz aka SHOLEM ALEICHEM;Approuvé par l'UAI en 1979;Ecrivain;Israël;Israëlien(ne);20;20 ème siècle;???;1859;???;1916;???;269.51;90 ° 29 '  O;50.97;50 ° 2 ' N;H-03;195.57;195.57;118;118;Mercury;5495;Sholem Aleichem;Sholem Aleichem;Crater, craters;AA;195.57;50.97;269.51;53.27;48.68;273.16;265.86;MAA5097N26951;Planetographic  +East  0 - 360;H-03;(Yakov Rabinowitz). Yiddish writer (1859-1916).;Asia;Jewish;Approved;1979;59;03.07.2011;
Mercure;SIBELIUS;MEAA4954S21475;Formation nommée;Cratère;AA;Jean SIBELIUS;Approuvé par l'UAI en 1985;Compositeur;Finlande;finlandais(e );19;19 ème siècle;???;1865;???;1957;???;214.75;145 ° 15 '  O;-49.54;50 ° 32 ' S;H-12;93.58;93.58;56;56;Mercury;5512;Sibelius;Sibelius;Crater, craters;AA;93.58;-49.54;214.75;-48.44;-50.63;216.45;213.06;MAA4954S21475;Planetographic  +East  0 - 360;H-12;Jean. Finnish composer (1865-1957).;Europe;Finland;Approved;1985;59;03.07.2011;
Mercure;SIMEIZ VALLIS;MEVA1289S29503;Formation nommée;Vallée;VA;SIMEIZ VALLIS;Approuvé par l'UAI en 1976;Radio télescope;Ukraine;ukrainien(ne);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Radio télescope en Crimée (Ukraine).;295.03;64 ° 58 '  O;-12.89;13 ° 53 ' S;H-06;127.57;??;77;??;Mercury;5538;Simeiz Vallis;Simeiz Vallis;Vallis, valles;VA;127.57;-12.89;295.03;-12.36;-13.64;296.54;293.88;MVA1289S29503;Planetographic  +East  0 - 360;H-06;Radio telescope facility, Crimea, Ukraine.;Europe;Ukraine;Approved;1976;80;3/13/12;
Mercure;SIMONIDES;MEAA2911S31521;Formation nommée;Cratère;AA;SIMONIDES;Approuvé par l'UAI en 1985;Poète;Grèce;grec(que);-5;5 ème siècle av J.C.;???;-468;???;B.C.;???;315.21;44 ° 47 '  O;-29.11;30 ° 7 ' S;H-11;87.33;87.33;52;52;Mercury;5541;Simonides;Simonides;Crater, craters;AA;87.33;-29.11;315.21;-28.08;-30.13;316.39;314.04;MAA2911S31521;Planetographic  +East  0 - 360;H-11;Greek lyric poet (556-468 B.C.).;Europe;Greek;Approved;1985;59;03.07.2011;
Mercure;SINAN;MEAA1552N32942;Formation nommée;Cratère;AA;Joseph NawahiSINAN;Approuvé par l'UAI en 1976;Architecte;Turquie;turc(que);16;16 ème siècle;???;1489;???;1588;???;329.42;30 ° 35 '  O;15.52;15 ° 29 ' N;H-06;134.37;134.37;81;81;Mercury;5549;Sinan;Sinan;Crater, craters;AA;134.37;15.52;329.42;17.1;13.95;331.06;327.79;MAA1552N32942;Planetographic  +East  0 - 360;H-06;Joseph. Turkish architect (1489-1588).;Asia;Turkey;Approved;1976;59;03.07.2011;
Mercure;SINUS ARGIPHONTAE;MEAL1000S2500;Formation nommée;Formation à albédo;AL;SINUS ARGIPHONTAE;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;25;25 ° 0 '  E;-10;10 ° 0 ' S;H-10;??;??;??;??;Mercury;5560;[Sinus Argiphontae];Sinus Argiphontae;Albedo Feature;AL;0;-10;25;;;;;MAL1000S2500;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Dropped;1976;60;03.07.2011;Name corrected to Solitudo Argiphontae.
Mercure;SMETANA;MEAA4842S29003;Formation nommée;Cratère;AA;Bedrich SMETANA;Approuvé par l'UAI en 1985;Compositeur;Tchécoslovaquie;tchécoslovaque;19;19 ème siècle;???;1824;???;1884;???;290.03;69 ° 58 '  O;-48.42;49 ° 25 ' S;H-11;191.37;191.37;115;115;Mercury;5602;Smetana;Smetana;Crater, craters;AA;191.37;-48.42;290.03;-46.18;-50.67;293.42;286.64;MAA4842S29003;Planetographic  +East  0 - 360;H-11;Bedrich. Czechoslovakian composer (1824-1884).;Europe;Czechoslovakia;Approved;1985;59;03.07.2011;
Mercure;SNORRI;MEAA915S27677;Formation nommée;Cratère;AA;Sturluson SNORRI;Approuvé par l'UAI en 1976;Poète;Islande;islandais(e );13;13 ème siècle;???;1179;???;1241;???;276.77;83 ° 14 '  O;-9.15;10 ° 9 ' S;H-07;21.27;21.27;12;12;Mercury;5611;Snorri;Snorri;Crater, craters;AA;21.27;-9.15;276.77;-8.9;-9.4;277.02;276.51;MAA915S27677;Planetographic  +East  0 - 360;H-07;Sturluson. Icelandic saga writer and poet (1179-1241).;Europe;Iceland;Approved;1976;59;03.07.2011;
Mercure;SOBKOU PLANITIA;MEPL3900N23198;Formation nommée;Plaine basse;PL;SOBKOU PLANITIA;Approuvé par l'UAI en 1976;Dieu;??;??;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Messager des dieux.;231.98;128 ° 1 '  O;39;39 ° 0 ' N;H-03;1128.43;??;683;??;Mercury;5614;Sobkou Planitia;Sobkou Planitia;Planitia, planitiae;PL;1128.43;39;231.98;49.51;28.59;248.59;216.21;MPL3900N23198;Planetographic  +East  0 - 360;H-03;Messenger god.;;;Approved;1976;80;03.07.2011;
Mercure;SOLITUDO ADMETEI;MEAL5500N27000;Formation nommée;Formation à albédo;AL;SOLITUDO ADMETEI;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;270;90 ° 0 '  O;55;55 ° 0 ' N;;??;??;??;??;Mercury;5626;Solitudo Admetei;Solitudo Admetei;Albedo Feature;AL;0;55;270;;;;;MAL5500N27000;Planetographic  +East  0 - 360;;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO ALARUM;MEAL1500S7000;Formation nommée;Formation à albédo;AL;SOLITUDO ALARUM;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;70;70 ° 0 '  E;-15;15 ° 0 ' S;H-10;??;??;??;??;Mercury;5627;Solitudo Alarum;Solitudo Alarum;Albedo Feature;AL;0;-15;70;;;;;MAL1500S7000;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO APHRODITES;MEAL2500N7000;Formation nommée;Formation à albédo;AL;SOLITUDO APHRODITES;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;70;70 ° 0 '  E;25;25 ° 0 ' N;H-05;??;??;??;??;Mercury;5628;Solitudo Aphrodites;Solitudo Aphrodites;Albedo Feature;AL;0;25;70;;;;;MAL2500N7000;Planetographic  +East  0 - 360;H-05;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO ARGIPHONTAE;MEAL1000S2500;Formation nommée;Formation à albédo;AL;SOLITUDO ARGIPHONTAE;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;25;25 ° 0 '  E;-10;10 ° 0 ' S;H-10;??;??;??;??;Mercury;14796;Solitudo Argiphontae;Solitudo Argiphontae;Albedo Feature;AL;0;-10;25;;;;;MAL1000S2500;Planetographic  +East  0 - 360;H-10;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;1/28/11;Name corrected from Sinus Argiphontae.
Mercure;SOLITUDO ATLANTIS;MEAL3500S15000;Formation nommée;Formation à albédo;AL;SOLITUDO ATLANTIS;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;150;150 ° 0 '  E;-35;35 ° 0 ' S;H-13;??;??;??;??;Mercury;5629;Solitudo Atlantis;Solitudo Atlantis;Albedo Feature;AL;0;-35;150;;;;;MAL3500S15000;Planetographic  +East  0 - 360;H-13;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO CRIOPHORI;MEAL0N13000;Formation nommée;Formation à albédo;AL;SOLITUDO CRIOPHORI;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;130;130 ° 0 '  E;0;0 ° 0 ' N;H-09;??;??;??;??;Mercury;5630;Solitudo Criophori;Solitudo Criophori;Albedo Feature;AL;0;0;130;;;;;MAL0N13000;Planetographic  +East  0 - 360;H-09;Albedo name for unimaged H-9 region.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO HELII;MEAL1000S18000;Formation nommée;Formation à albédo;AL;SOLITUDO HELII;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;180;180 ° 0 '  E;-10;10 ° 0 ' S;H-08;??;??;??;??;Mercury;5631;Solitudo Helii;Solitudo Helii;Albedo Feature;AL;0;-10;180;;;;;MAL1000S18000;Planetographic  +East  0 - 360;H-08;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO HERMAE TRISMEGISTI;MEAL4500S31500;Formation nommée;Formation à albédo;AL;SOLITUDO HERMAE TRISMEGISTI;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;315;45 ° 0 '  O;-45;45 ° 0 ' S;H-11;??;??;??;??;Mercury;5632;Solitudo Hermae Trismegisti;Solitudo Hermae Trismegisti;Albedo Feature;AL;0;-45;315;;;;;MAL4500S31500;Planetographic  +East  0 - 360;H-11;Albedo name for H-11, Discovery region.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO HORARUM;MEAL2500N24500;Formation nommée;Formation à albédo;AL;SOLITUDO HORARUM;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;245;115 ° 0 '  O;25;25 ° 0 ' N;H-03;??;??;??;??;Mercury;5633;Solitudo Horarum;Solitudo Horarum;Albedo Feature;AL;0;25;245;;;;;MAL2500N24500;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO IOVIS;MEAL0N0;Formation nommée;Formation à albédo;AL;SOLITUDO IOVIS;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;0;0 ° 0 '  E;0;0 ° 0 ' N;;??;??;??;??;Mercury;5634;Solitudo Iovis;Solitudo Iovis;Albedo Feature;AL;0;0;0;;;;;MAL0N0;Planetographic  +East  0 - 360;;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO LYCAONIS;MEAL0N25300;Formation nommée;Formation à albédo;AL;SOLITUDO LYCAONIS;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;253;107 ° 0 '  O;0;0 ° 0 ' N;H-07;??;??;??;??;Mercury;5635;Solitudo Lycaonis;Solitudo Lycaonis;Albedo Feature;AL;0;0;253;;;;;MAL0N25300;Planetographic  +East  0 - 360;H-07;Albedo name for H-7, Beethoven region.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO MAIAE;MEAL1500S20500;Formation nommée;Formation à albédo;AL;SOLITUDO MAIAE;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;205;155 ° 0 '  O;-15;15 ° 0 ' S;H-08;??;??;??;??;Mercury;5636;Solitudo Maiae;Solitudo Maiae;Albedo Feature;AL;0;-15;205;;;;;MAL1500S20500;Planetographic  +East  0 - 360;H-08;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO MARTIS;MEAL3500S26000;Formation nommée;Formation à albédo;AL;SOLITUDO MARTIS;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;260;100 ° 0 '  O;-35;35 ° 0 ' S;H-12;??;??;??;??;Mercury;5637;Solitudo Martis;Solitudo Martis;Albedo Feature;AL;0;-35;260;;;;;MAL3500S26000;Planetographic  +East  0 - 360;H-12;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO NEPTUNI;MEAL3000N21000;Formation nommée;Formation à albédo;AL;SOLITUDO NEPTUNI;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;210;150 ° 0 '  O;30;30 ° 0 ' N;H-03;??;??;??;??;Mercury;5638;Solitudo Neptuni;Solitudo Neptuni;Albedo Feature;AL;0;30;210;;;;;MAL3000N21000;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO PERSEPHONES;MEAL4100S13500;Formation nommée;Formation à albédo;AL;SOLITUDO PERSEPHONES;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;135;135 ° 0 '  E;-41;41 ° 0 ' S;H-13;??;??;??;??;Mercury;5639;Solitudo Persephones;Solitudo Persephones;Albedo Feature;AL;0;-41;135;;;;;MAL4100S13500;Planetographic  +East  0 - 360;H-13;Albedo name for unimaged H-13 region.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO PHOENICIS;MEAL2500N13500;Formation nommée;Formation à albédo;AL;SOLITUDO PHOENICIS;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;135;135 ° 0 '  E;25;25 ° 0 ' N;H-04;??;??;??;??;Mercury;5640;Solitudo Phoenicis;Solitudo Phoenicis;Albedo Feature;AL;0;25;135;;;;;MAL2500N13500;Planetographic  +East  0 - 360;H-04;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOLITUDO PROMETHEI;MEAL4500S21750;Formation nommée;Formation à albédo;AL;SOLITUDO PROMETHEI;Approuvé par l'UAI en 1976;Non applicable;Rome antique;romain(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Région à albédo indiquée sur la carte d'Antoniadi.;217.5;142 ° 30 '  O;-45;45 ° 0 ' S;H-12;??;??;??;??;Mercury;5641;Solitudo Promethei;Solitudo Promethei;Albedo Feature;AL;0;-45;217.5;;;;;MAL4500S21750;Planetographic  +East  0 - 360;H-12;Albedo name for H-12, Michelangelo region.;Europe;Roman;Approved;1976;60;03.07.2011;
Mercure;SOPHOCLES;MEAA702S21408;Formation nommée;Cratère;AA;SOPHOCLES;Approuvé par l'UAI en 1976;Dramaturge;Grèce;grec(que);-5;5 ème siècle av J.C.;???;-496;???;-406;???;214.08;145 ° 55 '  O;-7.02;8 ° 1 ' S;H-08;142.11;142.11;86;86;Mercury;5650;Sophocles;Sophocles;Crater, craters;AA;142.11;-7.02;214.08;-5.35;-8.69;215.76;212.4;MAA702S21408;Planetographic  +East  0 - 360;H-08;Greek dramatist (c. 496-406 B.C.).;Europe;Greek;Approved;1976;59;03.07.2011;
Mercure;SOR JUANA;MEAA5062N33443;Formation nommée;Cratère;AA;Ines de la Cruz SOR JUANA;Approuvé par l'UAI en 1979;Ecrivain;Mexique;mexicain(ne);17;17 ème siècle;???;1651;???;1695;???;334.43;25 ° 34 '  O;50.62;50 ° 23 ' N;H-02;102.56;102.56;62;62;Mercury;5651;Sor Juana;Sor Juana;Crater, craters;AA;102.56;50.62;334.43;51.82;49.41;336.33;332.53;MAA5062N33443;Planetographic  +East  0 - 360;H-02;Ines de la Cruz. Mexican writer (1651-1695).;North America;Mexico;Approved;1979;80;03.07.2011;
Mercure;SOSEKI;MEAA3932N32129;Formation nommée;Cratère;AA;Natsume (Kinosaka) SOSEKI;Approuvé par l'UAI en 1985;Romancier;Japon;japonais(e );20;20 ème siècle;???;1867;???;1916;???;321.29;38 ° 43 '  O;39.32;39 ° 41 ' N;H-02;91.75;91.75;55;55;Mercury;5801;SÅseki;Soseki;Crater, craters;AA;91.75;39.32;321.29;40.39;38.24;322.68;319.9;MAA3932N32129;Planetographic  +East  0 - 360;H-02;Natsume (Kinosaka). Japanese novelist (1867-1916).;Asia;Japan;Approved;1985;59;03.07.2011;
Mercure;SOTATSU;MEAA4871S34181;Formation nommée;Cratère;AA;Tawaraya SOTATSU;Approuvé par l'UAI en 1976;Artiste;Japon;japonais(e );17;17 ème siècle;???;1600;???;1643;???;341.81;18 ° 11 '  O;-48.71;49 ° 43 ' S;H-11;156.5;156.5;94;94;Mercury;5802;SÅtatsu;Sotatsu;Crater, craters;AA;156.5;-48.71;341.81;-46.87;-50.55;344.59;339.02;MAA4871S34181;Planetographic  +East  0 - 360;H-11;Tawaraya. Japanese artist (1600-1643).;Asia;Japan;Approved;1976;59;03.07.2011;
Mercure;SOUSA;MEAA4675N141;Formation nommée;Cratère;AA;John Philip SOUSA;Approuvé par l'UAI en Apr 24, 2012;Compositeur;U. S. A.;Américain(ne);20;20 ème siècle;???;1854;???;1932;???;1.41;1 ° 35 '  E;46.75;46 ° 15 ' N;H-05;120.7;120.7;73;73;Mercury;14973;Sousa;Sousa;Crater, craters;AA;120.7;46.75;1.41;48.16;45.33;3.09;-0.27;MAA4675N141;Planetographic  +East  0 - 360;H-05;John Philip. American bandmaster and composer (1854-1932).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercure;SPITTELER;MEAA6918S29976;Formation nommée;Cratère;AA;Carl SPITTELER;Approuvé par l'UAI en 1976;Poète;Suisse;suisse;19;19 ème siècle;???;1845;???;1924;???;299.76;60 ° 14 '  O;-69.18;70 ° 11 ' S;H-15;66.7;66.7;40;40;Mercury;5668;Spitteler;Spitteler;Crater, craters;AA;66.7;-69.18;299.76;-68.39;-69.96;301.96;297.55;MAA6918S29976;Planetographic  +East  0 - 360;H-15;Carl. Swiss epic poet (1845-1924).;Europe;Switzerland;Approved;1976;59;03.07.2011;
Mercure;STEICHEN;MEAA1282S7713;Formation nommée;Cratère;AA;Edward  STEICHEN;Approuvé par l'UAI en Mar 3, 2010;Peintre;U. S. A.;Américain(ne);20;20 ème siècle;???;1879;???;1973;???;77.13;77 ° 52 '  E;-12.82;13 ° 49 ' S;H-09;196.17;196.17;118;118;Mercury;14650;Steichen;Steichen;Crater, craters;AA;196.17;-12.82;77.13;-10.52;-15.12;79.49;74.77;MAA1282S7713;Planetographic  +East  0 - 360;H-09;Edward. American photographer and painter (1879-1973).;North America;American;Approved;Mar 3, 2010;75;03.07.2011;
Mercure;STEVENSON;MEAA196N21625;Formation nommée;Cratère;AA;Robert Louis STEVENSON;Approuvé par l'UAI en Apr 24, 2012;Auteur;Ecosse;écossais(e );19;19 ème siècle;???;1850;???;1894;???;216.25;143 ° 45 '  O;1.96;1 ° 2 ' N;H-07;134.07;134.07;81;81;Mercury;14974;Stevenson;Stevenson;Crater, craters;AA;134.07;1.96;216.25;3.33;0.58;217.83;214.68;MAA196N21625;Planetographic  +East  0 - 360;H-07;Robert Louis. Scottish author (1850-1894).;Europe;Scotland;Approved;Apr 24, 2012;75;4/24/12;
Mercure;STIEGLITZ;MEAA7300N6594;Formation nommée;Cratère;AA;Alfred STIEGLITZ;Approuvé par l'UAI en Feb 27, 2012;Photographe;U. S. A.;Américain(ne);20;20 ème siècle;???;1864;???;1946;???;65.94;65 ° 4 '  E;73;73 ° 0 ' N;H-01;100;100;60;60;Mercury;14928;Stieglitz;Stieglitz;Crater, craters;AA;100;73;65.94;74.2;71.77;70.61;61.17;MAA7300N6594;Planetographic  +East  0 - 360;H-01;Alfred. American photographer (1864-1946).;North America;United States;Approved;Feb 27, 2012;75;2/27/12;
Mercure;STRAVINSKY;MEAA5197N28109;Formation nommée;Cratère;AA;Igor Fyodorovich STRAVINSKY;Approuvé par l'UAI en 1979;Compositeur;Russie;russe;20;20 ème siècle;???;1882;???;1971;???;281.09;78 ° 55 '  O;51.97;51 ° 2 ' N;H-02;129.07;129.07;78;78;Mercury;5723;Stravinsky;Stravinsky;Crater, craters;AA;129.07;51.97;281.09;53.48;50.45;283.55;278.63;MAA5197N28109;Planetographic  +East  0 - 360;H-02;Igor Fyodorovich. Russian-born American composer (1882-1971).;Europe;Russia;Approved;1979;59;03.07.2011;
Mercure;STRINDBERG;MEAA5321N22344;Formation nommée;Cratère;AA;August STRINDBERG;Approuvé par l'UAI en 1979;Romancier;Suède;suédois(e );20;20 ème siècle;???;1849;???;1912;???;223.44;136 ° 34 '  O;53.21;53 ° 47 ' N;H-03;189.14;189.14;114;114;Mercury;5726;Strindberg;Strindberg;Crater, craters;AA;189.14;53.21;223.44;55.44;50.99;227.15;219.73;MAA5321N22344;Planetographic  +East  0 - 360;H-03;August. Swedish playwright, novelist, and short-story writer (1849-1912).;Europe;Sweden;Approved;1979;59;03.07.2011;
Mercure;SUISEI PLANITIA;MEPL6088N21219;Formation nommée;Plaine basse;PL;SUISEI PLANITIA;Approuvé par l'UAI en 1976;;Japon;japonais(e );Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Nom japonais de Mercure.;212.19;147 ° 49 '  O;60.88;60 ° 7 ' N;H-03;568.53;??;344;??;Mercury;5750;Suisei Planitia;Suisei Planitia;Planitia, planitiae;PL;568.53;60.88;212.19;67.7;54.41;219.77;203.56;MPL6088N21219;Planetographic  +East  0 - 360;H-03;Japanese word for the planet Mercury.;Asia;Japan;Approved;1976;80;03.07.2011;
Mercure;SULLIVAN;MEAA1601S27304;Formation nommée;Cratère;AA;Louis SULLIVAN;Approuvé par l'UAI en 1976;Architecte;U. S. A.;Américain(ne);20;20 ème siècle;???;1856;???;1924;???;273.04;86 ° 58 '  O;-16.01;17 ° 1 ' S;H-07;153.23;153.23;92;92;Mercury;5755;Sullivan;Sullivan;Crater, craters;AA;153.23;-16.01;273.04;-14.21;-17.81;274.91;271.17;MAA1601S27304;Planetographic  +East  0 - 360;H-07;Louis. American architect (1856-1924).;North America;American;Approved;1976;59;03.07.2011;
