BODY;NAME;TYPECODE;LONGIN;LATIN;LENGTHKM;Feature_ID;Feature_Name;Clean_Feature_Name;Target;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;Approval_Status;Approval_Date;Reference;Origin;Additional_Info;Last_Updated
Venus;Ptesanwi Mons;MO;45.4;2.8;200;4859;Ptesanwi Mons;Ptesanwi Mons;Venus;200;2.8;45.4;3.8;1.5;46.5;44.5;Planetocentric  +East  0 - 360;North America;Sioux;Mons, montes;MO;v21;Approved;2003;107;Lakota (Sioux) White Buffalo Woman.;;10/1/06
Venus;Pugos Corona;CR;335;-19;180;4864;Pugos Corona;Pugos Corona;Venus;180;-19;335;-19;-19;335;335;Planetocentric  +East  0 - 360;Asia;Siberia;Corona, coronae;CR;v43;Approved;1997;107;Khanty (Ob River Ugra) life bringing goddess.;;5/15/10
Venus;Puhioia;AA;69.4;20.6;5.5;4865;Puhioia;Puhioia;Venus;5.5;20.6;69.4;20.6;20.6;69.4;69.4;Planetocentric  +East  0 - 360;Oceania;New Zealand;Crater, craters;AA;v22;Approved;1997;107;Māori first name.;;12/1/10
Venus;Pulugu Dorsa;DO;225;-65;650;4868;Pulugu Dorsa;Pulugu Dorsa;Venus;650;-65;225;-65;-65;225;225;Planetocentric  +East  0 - 360;Asia;India;Dorsum, dorsa;DO;v59;Approved;1997;107;Andaman Isl. monsoon wind deity.;;5/15/10
Venus;Purandhi Corona;CR;343.5;26.1;170;4871;Purandhi Corona;Purandhi Corona;Venus;170;26.1;343.5;26.1;26.1;343.5;343.5;Planetocentric  +East  0 - 360;Asia;India;Corona, coronae;CR;v19;Approved;1994;83;Hindu goddess of plenty.;;10/1/06
Venus;Purev;AA;46.4;-31.1;11.6;4874;Purev;Purev;Venus;11.6;-31.1;46.4;-31.1;-31.1;46.4;46.4;Planetocentric  +East  0 - 360;Asia;Mongolia;Crater, craters;AA;v45;Approved;1997;107;Mongolian first name.;;10/1/06
Venus;Pychik;AA;33.8;-62.4;10.1;4879;Pychik;Pychik;Venus;10.1;-62.4;33.8;-62.4;-62.4;33.8;33.8;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v56;Approved;1997;107;Chukcha (NE Siberia) first name.;;12/30/08
Venus;Qakma Corona;CR;207.1;35.5;130;4891;Qakma Corona;Qakma Corona;Venus;130;35.5;207.1;36.1;34.7;207.8;206.4;Planetocentric  +East  0 - 360;North America;Canada;Corona, coronae;CR;v14;Approved;2006;127;Bella Coola/Nuxalk (SW Canada) creator of life, the first woman.;;10/1/06
Venus;Qarlygha;AA;162.9;-33;9.3;4892;Qarlygha;Qarlygha;Venus;9.3;-33;162.9;-33;-33;162.9;162.9;Planetocentric  +East  0 - 360;Asia;Kazakhstan;Crater, craters;AA;v49;Approved;1997;107;Kazakh first name.;;12/30/08
Venus;Qetesh Corona;CR;343.5;-20.5;80;4894;Qetesh Corona;Qetesh Corona;Venus;80;-20.5;343.5;-20.5;-20.5;343.5;343.5;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v43;Approved;1994;1;Egyptian fertility goddess.;;10/1/06
Venus;Quetzalpetlatl Corona;CR;357;-68;780;4899;Quetzalpetlatl Corona;Quetzalpetlatl Corona;Venus;780;-68;357;-68;-68;357;357;Planetocentric  +East  0 - 360;South and Central America;Aztec;Corona, coronae;CR;v61;Approved;1991;83;Aztec fertility goddess.;;10/1/06
Venus;Quilla Chasma;CM;127.3;-23.7;973;4901;Quilla Chasma;Quilla Chasma;Venus;973;-23.7;127.3;-22.6;-24.7;132.2;122.5;Planetocentric  +East  0 - 360;South and Central America;Inca;Chasma, chasmata;CM;v36;Approved;1982;48;Inca moon goddess.;;10/1/06
Venus;Quimby;AA;76.7;-5.7;23.2;4902;Quimby;Quimby;Venus;23.2;-5.7;76.7;-5.7;-5.7;76.7;76.7;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v34;Approved;1997;99;Harriet. American aviatrix (1884-1912).;;10/1/06
Venus;Qulzhan;AA;165.4;23.5;7.9;4904;Qulzhan;Qulzhan;Venus;7.9;23.5;165.4;23.5;23.5;165.4;165.4;Planetocentric  +East  0 - 360;Asia;Kazakhstan;Crater, craters;AA;v25;Approved;1997;107;Kazakh first name.;;12/30/08
Venus;Quslu;AA;166.8;6.2;8.7;4906;Quslu;Quslu;Venus;8.7;6.2;166.8;6.2;6.2;166.8;166.8;Planetocentric  +East  0 - 360;Asia;Kazakhstan;Crater, craters;AA;v25;Approved;1997;107;Kazakh first name.;;12/30/08
Venus;Rabie Chasma;CM;267;-10.5;950;4911;Rabie Chasma;Rabie Chasma;Venus;950;-10.5;267;-10.5;-10.5;267;267;Planetocentric  +East  0 - 360;Asia;Indonesia;Chasma, chasmata;CM;v40;Approved;2000;65;Wemale (E. Indonesia) moon goddess.;;10/1/06
Venus;Rabzhima Corona;CR;11;4.9;100;4912;Rabzhima Corona;Rabzhima Corona;Venus;100;4.9;11;4.9;4.9;11;11;Planetocentric  +East  0 - 360;Asia;Tibet;Corona, coronae;CR;v20;Approved;2000;154;Tibetan great mother goddess.;;10/1/06
Venus;Rachel;AA;13.5;-48.7;12.5;4914;Rachel;Rachel;Venus;12.5;-48.7;13.5;-48.7;-48.7;13.5;13.5;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v44;Approved;1994;82;First name from Hebrew.;;10/1/06
Venus;Radhika;AA;166.4;-30.3;7.9;4918;Radhika;Radhika;Venus;7.9;-30.3;166.4;-30.3;-30.3;166.4;166.4;Planetocentric  +East  0 - 360;Asia;Sri Lanka;Crater, craters;AA;v49;Approved;1997;107;Tamil first name.;;10/1/06
Venus;Radka;AA;96.3;75.6;10.5;4919;Radka;Radka;Venus;10.5;75.6;96.3;75.6;75.6;96.3;96.3;Planetocentric  +East  0 - 360;Europe;Bulgaria;Crater, craters;AA;v01;Approved;1985;98;Bulgarian first name.;;10/1/06
Venus;Radmila;AA;167;69.1;5.2;4920;Radmila;Radmila;Venus;5.2;69.1;167;69.1;69.1;167;167;Planetocentric  +East  0 - 360;Europe;Croatia;Crater, craters;AA;v04;Approved;1997;107;Serbocroatian first name.;;10/1/06
Venus;Radunitsa Labyrinthus;LB;351.3;-8.9;100;4921;Radunitsa Labyrinthus;Radunitsa Labyrinthus;Venus;100;-8.9;351.3;-8.9;-8.9;351.3;351.3;Planetocentric  +East  0 - 360;Europe;Slavic;Labyrinthus, labyrinthi;LB;v43;Approved;2000;153;Ancient Slavic goddess, keeper of souls of the deceased.;;10/1/06
Venus;Rae;AA;58.4;-8.9;5.5;4922;Rae;Rae;Venus;5.5;-8.9;58.4;-8.9;-8.9;58.4;58.4;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v33;Approved;1997;109;From Rachel, Hebrew first name.;;10/1/06
Venus;Rafara Fluctus;FL;159;-65;700;4923;Rafara Fluctus;Rafara Fluctus;Venus;700;-65;159;-65;-65;159;159;Planetocentric  +East  0 - 360;Africa;Madagascar;Fluctus, fluctūs;FL;v58;Approved;1997;107;Malagasy (Madagascar) water goddess.;;10/1/06
Venus;Rafiga;AA;175.6;62.9;5.7;4924;Rafiga;Rafiga;Venus;5.7;62.9;175.6;62.9;62.9;175.6;175.6;Planetocentric  +East  0 - 360;Asia;Azerbaijan;Crater, craters;AA;v04;Approved;1997;108;Azeri first name.;;12/30/08
Venus;Ragana Dorsa;DO;246;-69;950;4925;Ragana Dorsa;Ragana Dorsa;Venus;950;-69;246;-69;-69;246;246;Planetocentric  +East  0 - 360;Europe;Latvia;Dorsum, dorsa;DO;v60;Approved;1997;107;Latvian witch.;;10/1/06
Venus;Raisa;AA;280.3;27.5;13.5;4929;Raisa;Raisa;Venus;13.5;27.5;280.3;27.5;27.5;280.3;280.3;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v17;Approved;1994;108;Russian first name.;;12/30/08
Venus;Rakapila Mons;MO;321.5;-43.7;130;4931;Rakapila Mons;Rakapila Mons;Venus;130;-43.7;321.5;-43.7;-43.7;321.5;321.5;Planetocentric  +East  0 - 360;Africa;Madagascar;Mons, montes;MO;v54;Approved;1997;107;Malagasy (Madagascar) sacred trees deity.;;10/1/06
Venus;Raki;AA;70;-49.4;7.5;4932;Raki;Raki;Venus;7.5;-49.4;70;-49.4;-49.4;70;70;Planetocentric  +East  0 - 360;Africa;Senegal;Crater, craters;AA;v46;Approved;1997;107;Fulbe first name.;;10/1/06
Venus;Ralk umgu Chasma;CM;106;-15;840;4934;Ralk-umgu Chasma;Ralk umgu Chasma;Venus;840;-15;106;-15;-15;110;102;Planetocentric  +East  0 - 360;Asia;Siberia;Chasma, chasmata;CM;v35;Approved;2003;65;Nivkhan (Sakhalin Island) "lunar woman.";;12/30/08
Venus;Rampyari;AA;179.3;50.6;7.7;4938;Rampyari;Rampyari;Venus;7.7;50.6;179.3;50.6;50.6;179.3;179.3;Planetocentric  +East  0 - 360;Asia;India;Crater, craters;AA;v04;Approved;1997;107;Hindu first name.;;10/1/06
Venus;Rananeida Corona;CR;263.5;62.6;448;4943;Rananeida Corona;Rananeida Corona;Venus;448;62.6;263.5;62.8;62.4;267.2;259.9;Planetocentric  +East  0 - 360;Europe;Finland;Corona, coronae;CR;v06;Approved;1985;65;Saami-Lapp goddess of spring and fertility.;;10/1/06
Venus;Ran Colles;CO;163;1;400;4941;Ran Colles;Ran Colles;Venus;400;1;163;3;-3;166;160.5;Planetocentric  +East  0 - 360;Europe;Scandinavian;Collis, colles;CO;v25;Approved;2003;127;Scandinavian sea goddess.;;10/1/06
Venus;Rand;AA;59.5;-63.8;24.3;4944;Rand;Rand;Venus;24.3;-63.8;59.5;-63.8;-63.8;59.5;59.5;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v56;Approved;1994;99;Ayn. American writer (1905-1982).;;10/1/06
Venus;Rangrid Fossae;FO;356.4;62.7;243;4946;Rangrid Fossae;Rangrid Fossae;Venus;243;62.7;356.4;63;62.3;358.7;354.1;Planetocentric  +East  0 - 360;Europe;Norse;Fossa, fossae;FO;v07;Approved;1985;1;Norse Valkyrie.;;10/1/06
Venus;Rani;AA;160.4;64.1;10.7;4947;Rani;Rani;Venus;10.7;64.1;160.4;64.1;64.1;160.4;160.4;Planetocentric  +East  0 - 360;Asia;India;Crater, craters;AA;v04;Approved;1985;83;Hindu first name.;;10/1/06
Venus;Raskova Paterae;PE;222.8;-51;80;4951;Raskova Paterae;Raskova Paterae;Venus;80;-51;222.8;-51;-51;222.8;222.8;Planetocentric  +East  0 - 360;Europe;Russia;Patera, paterae;PE;v59;Approved;1994;107;Marina M.. Russian aviator (1912-1943).;;12/30/08
Venus;Rauni Corona;CR;271.9;40.8;271;4957;Rauni Corona;Rauni Corona;Venus;271;40.8;271.9;42.2;39.3;272.3;271.6;Planetocentric  +East  0 - 360;Europe;Finland;Corona, coronae;CR;v17;Approved;1985;65;Finnish goddess of harvest, earth.;;10/1/06
Venus;Raymonde;AA;191.5;48.4;5.3;4968;Raymonde;Raymonde;Venus;5.3;48.4;191.5;48.4;48.4;191.5;191.5;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v14;Approved;1997;107;French first name.;;10/1/06
Venus;Razia Patera;PE;197.8;46.2;157;4970;Razia Patera;Razia Patera;Venus;157;46.2;197.8;46.8;45.4;198.1;197.4;Planetocentric  +East  0 - 360;Asia;India;Patera, paterae;PE;v14;Approved;1985;80;Queen of Delhi Sultanate (India) (fl. 1236-1240).;;8/10/09
Venus;Rebecca;AA;5.4;-12.1;9.5;4972;Rebecca;Rebecca;Venus;9.5;-12.1;5.4;-12.1;-12.1;5.4;5.4;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v32;Approved;1997;109;Hebrew first name.;;10/1/06
Venus;Recamier;AA;58.1;-12.6;25.3;4973;Recamier;Recamier;Venus;25.3;-12.6;58.1;-12.6;-12.6;58.1;58.1;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v33;Approved;1991;99;Julie. French patriot. defied Napoleon (c. 1777-c. 1849).;;10/1/06
Venus;Regina;AA;147.3;30;24.9;4976;Regina;Regina;Venus;24.9;30;147.3;30;30;147.3;147.3;Planetocentric  +East  0 - 360;Europe;Romania (Rumania);Crater, craters;AA;v12;Approved;1985;83;First name from Latin.;;10/1/06
Venus;Reiko;AA;192.1;22.6;9.7;4984;Reiko;Reiko;Venus;9.7;22.6;192.1;22.6;22.6;192.1;192.1;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v26;Approved;1997;107;Japanese first name.;;10/1/06
Venus;Reitia Chasma;CM;100;-51.5;400;4989;Reitia Chasma;Reitia Chasma;Venus;400;-51.5;100;-51.5;-51.5;100;100;Planetocentric  +East  0 - 360;Europe;Italy;Chasma, chasmata;CM;v57;Approved;1997;107;Italian (Venetian) healthcare and hunting goddess.;;10/1/06
Venus;Renenti Corona;CR;326.2;32.7;200;4993;Renenti Corona;Renenti Corona;Venus;200;32.7;326.2;32.7;32.7;326.2;326.2;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v18;Approved;1994;84;Egyptian goddess of abundance.;;10/1/06
Venus;Renpet Mons;MO;236.2;76;138;4996;Renpet Mons;Renpet Mons;Venus;138;76;236.2;76.3;75.7;236.4;236.4;Planetocentric  +East  0 - 360;Africa;Egypt;Mons, montes;MO;v01;Approved;1985;1;Egyptian goddess of springtime and youth.;;10/1/06
Venus;Repa Corona;CR;218.8;-13;240;4997;Repa Corona;Repa Corona;Venus;240;-13;218.8;-12.1;-14.2;220;217.5;Planetocentric  +East  0 - 360;Africa;Egypt;Corona, coronae;CR;v39;Approved;2003;127;Egyptian fertility and underworld goddess.;;10/1/06
Venus;Retno;AA;192.3;-52.9;7.2;5005;Retno;Retno;Venus;7.2;-52.9;192.3;-52.9;-52.9;192.3;192.3;Planetocentric  +East  0 - 360;Asia;Indonesia;Crater, craters;AA;v59;Approved;1997;107;Indonesian first name.;;10/1/06
Venus;Rhea Mons;MO;282.2;32.4;217;5014;Rhea Mons;Rhea Mons;Venus;217;32.4;282.2;33.4;31.4;282.6;281.9;Planetocentric  +East  0 - 360;Europe;Greek;Mons, montes;MO;v17;Approved;1979;1;Greek Titaness.;;10/1/06
Venus;Rhoda;AA;347.7;11.4;12.2;5017;Rhoda;Rhoda;Venus;12.2;11.4;347.7;11.4;11.4;347.7;347.7;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v31;Approved;1994;109;First name from Greek.;;10/1/06
Venus;Rhpisunt Mons;MO;301.5;2.5;250;5018;Rhpisunt Mons;Rhpisunt Mons;Venus;250;2.5;301.5;2.5;2.5;301.5;301.5;Planetocentric  +East  0 - 360;North America;Canada;Mons, montes;MO;v30;Approved;1997;107;Haida (NW Coast) Bear Mother deity.;;10/1/06
Venus;Rhys;AA;298.8;8.6;44;5019;Rhys;Rhys;Venus;44;8.6;298.8;8.6;8.6;298.8;298.8;Planetocentric  +East  0 - 360;Europe;Wales;Crater, craters;AA;v29;Approved;1994;99;Jean. Welsh writer (1894-1979).;;10/1/06
Venus;Richards;AA;196.1;2.5;25;5026;Richards;Richards;Venus;25;2.5;196.1;2.5;2.5;196.1;196.1;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v26;Approved;1994;89;Ellen. founder of science of ecology (1842-1911).;;10/1/06
Venus;Rigatona Corona;CR;278.5;-33.5;300;5032;Rigatona Corona;Rigatona Corona;Venus;300;-33.5;278.5;-33.5;-33.5;278.5;278.5;Planetocentric  +East  0 - 360;Europe;Celtic;Corona, coronae;CR;v53;Approved;1991;27;Celtic fertility goddess.;;10/1/06
Venus;Riley;AA;72.5;14.1;20.2;5034;Riley;Riley;Venus;20.2;14.1;72.5;14.1;14.1;72.5;72.5;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v22;Approved;1991;100;Margaretta. English botanist (1804-1899).;;10/1/06
Venus;Rind Corona;CR;247.5;8.2;140;5151;Rind Corona;Rind Corona;Venus;140;8.2;247.5;8.5;7.6;248.3;247.1;Planetocentric  +East  0 - 360;Europe;Norse;Corona, coronae;CR;v28;Approved;2003;83;Norse "Earth's Winter Queen," personification of the frost-covered Earth.;;10/1/06
Venus;Rita;AA;334.8;71;8.3;5154;Rita;Rita;Venus;8.3;71;334.8;71;71;334.8;334.8;Planetocentric  +East  0 - 360;Europe;Italy;Crater, craters;AA;v07;Approved;1985;83;Italian first name.;;10/1/06
Venus;Rogneda Patera;PE;220.5;-2.8;120;5170;Rogneda Patera;Rogneda Patera;Venus;120;-2.8;220.5;-2.8;-2.8;220.5;220.5;Planetocentric  +East  0 - 360;Europe;Slavic;Patera, paterae;PE;v39;Approved;2003;64;Gorislava. E. Slavic princess, wife of Vladimir 'The Red Sun', duke of Kiev, mother of Yaroslav 'The Wise', grand duke of Kiev (c. 950-1000).;;12/30/08
Venus;Rohina Tholus;TH;295.4;-40.6;30;5171;Rohina Tholus;Rohina Tholus;Venus;30;-40.6;295.4;-40.6;-40.6;295.4;295.4;Planetocentric  +East  0 - 360;Asia;India;Tholus, tholi;TH;v53;Approved;1997;83;Hindu cow goddess.;;10/1/06
Venus;Rokapi Dorsa;DO;222;-55;2200;5172;Rokapi Dorsa;Rokapi Dorsa;Venus;2200;-55;222;-55;-55;222;222;Planetocentric  +East  0 - 360;Asia;Georgia;Dorsum, dorsa;DO;v59;Approved;1997;107;Georgian main witch.;;12/30/08
Venus;Romanskaya;AA;178.4;23.2;30.4;5174;Romanskaya;Romanskaya;Venus;30.4;23.2;178.4;23.2;23.2;178.4;178.4;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v25;Approved;1994;111;Sofia. Soviet astronomer (1886-1969).;;12/30/08
Venus;Romi Kumi Corona;CR;180;-81.2;150;5177;Romi-Kumi Corona;Romi Kumi Corona;Venus;150;-81.2;180;-81.2;-81.2;180;180;Planetocentric  +East  0 - 360;South and Central America;Colombia;Corona, coronae;CR;v62;Approved;1997;107;Tukano (Colombia) great mother goddess.;;10/1/06
Venus;Romola;AA;54.2;9.3;17.5;5179;Romola;Romola;Venus;17.5;9.3;54.2;9.3;9.3;54.2;54.2;Planetocentric  +East  0 - 360;Europe;Italy;Crater, craters;AA;v21;Approved;2000;109;Italian first name.;;10/1/06
Venus;Rona Chasma;CM;288;2.5;1520;15018;Rona Chasma;Rona Chasma;Venus;1520;2.5;288;9;-4;291;285;Planetocentric  +East  0 - 360;Oceania;New Zealand;Chasma, chasmata;CM;v29;Approved;Jul 24, 2012;174;Maori Moon goddess who controls the tides.;;7/24/12
Venus;Roptyna;AA;28.9;62.2;11.5;5185;Roptyna;Roptyna;Venus;11.5;62.2;28.9;62.2;62.2;28.9;28.9;Planetocentric  +East  0 - 360;Asia;Siberia;Crater, craters;AA;v02;Approved;1997;107;Chukcha (NE Siberia) first name.;;12/30/08
Venus;Rosa Bonheur;AA;288.8;9.7;104;5187;Rosa Bonheur;Rosa Bonheur;Venus;104;9.7;288.8;9.7;9.7;288.8;288.8;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v29;Approved;1994;99;French painter (1822-1899).;;10/1/06
Venus;Rose;AA;248.2;-35.2;15.5;5188;Rose;Rose;Venus;15.5;-35.2;248.2;-35.2;-35.2;248.2;248.2;Planetocentric  +East  0 - 360;Europe;Germany;Crater, craters;AA;v52;Approved;1994;82;German first name.;;10/1/06
Venus;Rosmerta Corona;CR;124.5;0;300;5190;Rosmerta Corona;Rosmerta Corona;Venus;300;0;124.5;0;0;124.5;124.5;Planetocentric  +East  0 - 360;Europe;Celtic;Corona, coronae;CR;;Approved;1994;;Celtic fertility/luck goddess.;;10/1/06
Venus;Rosna Tholi;TH;73.3;-25.5;130;5191;Rosna Tholi;Rosna Tholi;Venus;130;-25.5;73.3;-25.5;-25.5;73.3;73.3;Planetocentric  +East  0 - 360;South and Central America;Chimalateco;Tholus, tholi;TH;v46;Approved;2000;127;Chimalateco/Chinanteco (Mexico) mountain goddess.;;10/1/06
Venus;Rossetti;AA;6.4;57;23.4;5197;Rossetti;Rossetti;Venus;23.4;57;6.4;57;57;6.4;6.4;Planetocentric  +East  0 - 360;Europe;Great Britain;Crater, craters;AA;v02;Approved;1985;46;Christina. English poet (1830-1894).;;10/1/06
Venus;Rowena;AA;171.4;10.4;19.5;5203;Rowena;Rowena;Venus;19.5;10.4;171.4;10.4;10.4;171.4;171.4;Planetocentric  +East  0 - 360;Europe;Celtic;Crater, craters;AA;v25;Approved;1994;82;Celtic first name.;;10/1/06
Venus;Roxanna;AA;334.6;26.5;9.5;5205;Roxanna;Roxanna;Venus;9.5;26.5;334.6;26.5;26.5;334.6;334.6;Planetocentric  +East  0 - 360;Asia;Persian;Crater, craters;AA;v19;Approved;1991;83;First name from Persian.;;10/1/06
Venus;Royle;AA;193.7;-32.7;6.1;5206;Royle;Royle;Venus;6.1;-32.7;193.7;-32.7;-32.7;193.7;193.7;Planetocentric  +East  0 - 360;Europe;Bashkir;Crater, craters;AA;v50;Approved;1997;107;Bashkir first name.;;12/30/08
Venus;Ruad Colles;CO;118;-68;400;5209;Ruad Colles;Ruad Colles;Venus;400;-68;118;-68;-68;118;118;Planetocentric  +East  0 - 360;Europe;Ireland;Collis, colles;CO;v57;Approved;1997;107;Irish female deity, sank into the sea sleeping in her bronze boat.;;10/1/06
Venus;Rudneva;AA;174.7;78.4;29.8;5217;Rudneva;Rudneva;Venus;29.8;78.4;174.7;78.4;78.4;174.7;174.7;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v01;Approved;1985;64;Varvara. Russian physician (1844-1899).;;12/30/08
Venus;Rufina;AA;195.1;-74.6;5;5218;Rufina;Rufina;Venus;5;-74.6;195.1;-74.6;-74.6;195.1;195.1;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v59;Approved;1997;107;Greek first name.;;10/1/06
Venus;Ruit;AA;72.9;-25.5;6.4;5219;Ruit;Ruit;Venus;6.4;-25.5;72.9;-25.5;-25.5;72.9;72.9;Planetocentric  +East  0 - 360;Oceania;Polynesia;Crater, craters;AA;v46;Approved;1997;107;Polynesian first name.;;10/1/06
Venus;Runak;AA;196.3;-58.5;7.6;5222;Runak;Runak;Venus;7.6;-58.5;196.3;-58.5;-58.5;196.3;196.3;Planetocentric  +East  0 - 360;Asia;Turkey;Crater, craters;AA;v59;Approved;1997;107;Kurdian first name.;;10/1/06
Venus;Rusalka Planitia;PL;170;3;3600;5233;Rusalka Planitia;Rusalka Planitia;Venus;3600;3;170;17;-11;187;153;Planetocentric  +East  0 - 360;Europe;Russia;Planitia, planitiae;PL;v25;Approved;1982;1;Russian mermaid.;;11/2/09
Venus;Ruslanova;AA;16.6;83.9;44.3;5234;Ruslanova;Ruslanova;Venus;44.3;83.9;16.6;83.9;83.9;16.6;16.6;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v01;Approved;1985;64;Lidiya. Soviet singer (1900-1973).;;12/30/08
Venus;Ruth;AA;19.9;43.3;18.5;5238;Ruth;Ruth;Venus;18.5;43.3;19.9;43.3;43.3;19.9;19.9;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v08;Approved;1985;83;Hebrew first name.;;10/1/06
Venus;Rzhanitsa Corona;CR;214.6;-17.6;450;5250;Rzhanitsa Corona;Rzhanitsa Corona;Venus;450;-17.6;214.6;-15.7;-19.2;216;212.3;Planetocentric  +East  0 - 360;Europe;Russia;Corona, coronae;CR;v39;Approved;2003;65;Russian goddess of rye fields.;;12/30/08
Venus;Sabin;AA;274.7;-38.5;33.1;5257;Sabin;Sabin;Venus;33.1;-38.5;274.7;-38.5;-38.5;274.7;274.7;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v53;Approved;1994;99;Florence. American medical researcher (1871-1953).;;10/1/06
Venus;Sabira;AA;239.9;-5.8;15.7;5260;Sabira;Sabira;Venus;15.7;-5.8;239.9;-5.8;-5.8;239.9;239.9;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v39;Approved;1994;108;Tatar first name.;;3/26/14
Venus;Sacajawea Patera;PE;335.4;64.3;233;5264;Sacajawea Patera;Sacajawea Patera;Venus;233;64.3;335.4;64.7;64.1;338;332.5;Planetocentric  +East  0 - 360;North America;Dakota;Patera, paterae;PE;v07;Approved;1982;99;Shoshoni Indian woman who served as an interpreter for the Lewis & Clark expedition to the Pacific Northwest (1786-1812).;;10/1/06
Venus;Sachs Patera;PE;334.2;49.1;65;5265;Sachs Patera;Sachs Patera;Venus;65;49.1;334.2;49.3;48.9;334.4;333.8;Planetocentric  +East  0 - 360;Europe;Sweden;Patera, paterae;PE;v19;Approved;1991;46;Nelly. German-born Swedish playwright, poet (1891-1970).;;10/1/06
Venus;Safarmo;AA;161.4;-10.8;7.4;5273;Safarmo;Safarmo;Venus;7.4;-10.8;161.4;-10.8;-10.8;161.4;161.4;Planetocentric  +East  0 - 360;Asia;Tajik;Crater, craters;AA;v37;Approved;1997;107;Tajik first name.;;12/30/08
Venus;Saga Vallis;VA;340.6;76.1;450;5275;Saga Vallis;Saga Vallis;Venus;450;76.1;340.6;76.1;76.1;340.6;340.6;Planetocentric  +East  0 - 360;Europe;Norse;Vallis, valles;VA;v01;Approved;1994;111;Norse goddess in the form of a waterfall.;;10/1/06
Venus;Saida;AA;302;28.2;9.5;5278;Saida;Saida;Venus;9.5;28.2;302;28.2;28.2;302;302;Planetocentric  +East  0 - 360;Asia;Arabian;Crater, craters;AA;v18;Approved;1997;107;Arabic first name.;;10/1/06
Venus;Sakwap mana Mons;MO;219.5;35;500;5280;Sakwap-mana Mons;Sakwap mana Mons;Venus;500;35;219.5;35;35;219.5;219.5;Planetocentric  +East  0 - 360;North America;Hopi;Mons, montes;MO;v15;Approved;1997;107;Hopi maiden of blue corn ('kachina').;;10/1/06
Venus;Salika;AA;97.7;-5;12.5;5283;Salika;Salika;Venus;12.5;-5;97.7;-5;-5;97.7;97.7;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v35;Approved;1994;108;Mari first name.;;3/26/14
Venus;Salme Dorsa;DO;25.2;58;447;5284;Salme Dorsa;Salme Dorsa;Venus;447;58;25.2;60.1;56.4;27.8;25.6;Planetocentric  +East  0 - 360;Europe;Estonia;Dorsum, dorsa;DO;v02;Approved;1991;64;Estonian sky maiden.;;10/1/06
Venus;Salofa Colles;CO;167;-63;250;5285;Salofa Colles;Salofa Colles;Venus;250;-63;167;-63;-63;167;167;Planetocentric  +East  0 - 360;Oceania;Samoa;Collis, colles;CO;v58;Approved;1997;107;Samoan tale's girl/sea turtle.;;10/1/06
Venus;Salus Tessera;TE;48.5;-1.5;850;5287;Salus Tessera;Salus Tessera;Venus;850;-1.5;48.5;-1.5;-1.5;48.5;48.5;Planetocentric  +East  0 - 360;Europe;Roman;Tessera, tesserae;TE;v33;Approved;1997;107;Roman health and prosperity goddess.;;10/1/06
Venus;Samantha;AA;281.7;45.6;16.9;5289;Samantha;Samantha;Venus;16.9;45.6;281.7;45.6;45.6;281.7;281.7;Planetocentric  +East  0 - 360;Asia;Semitic;Crater, craters;AA;v17;Approved;1994;109;First name from Aramaic.;;10/1/06
Venus;Samdzimari Corona;CR;339.5;-11;260;5292;Samdzimari Corona;Samdzimari Corona;Venus;260;-11;339.5;-11;-11;339.5;339.5;Planetocentric  +East  0 - 360;Asia;Georgia;Corona, coronae;CR;v43;Approved;2000;65;Georgian (Caucasus) abundance deity.;;12/30/08
