BODY;NAME;TYPECODE;LONGIN;LATIN;LENGTHKM;Feature_ID;Feature_Name;Clean_Feature_Name;Target;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Continent;Ethnicity;Feature_Type;Feature_Type_Code;Quad;Approval_Status;Approval_Date;Reference;Origin;Additional_Info;Last_Updated
Venus;Fufei Vallis;VA;341;46;170;2035;Fufei Vallis;Fufei Vallis;Venus;170;46;341;46;46;341;341;Planetocentric  +East  0 - 360;Asia;China;Vallis, valles;VA;v19;Approved;1997;107;Chinese goddess of Lo River.;;10/1/06
Venus;Fukiko;AA;105.8;-23.1;13.9;2037;Fukiko;Fukiko;Venus;13.9;-23.1;105.8;-23.1;-23.1;105.8;105.8;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v35;Approved;1994;;Japanese first name.;;10/1/06
Venus;Fulgora Dorsa;DO;342;78.5;463;14594;Fulgora Dorsa;Fulgora Dorsa;Venus;463;78.5;342;78.7;78.6;355;330;Planetocentric  +East  0 - 360;Europe;Roman;Dorsum, dorsa;DO;v01;Approved;Sep 4, 2009;127;Roman goddess of lightning.;;9/4/09
Venus;Furachoga Corona;CR;258;-38;550;2041;[Furachoga Corona];Furachoga Corona;Venus;550;-38;258;-38;-38;258;258;Planetocentric  +East  0 - 360;South and Central America;Colombia;Corona, coronae;CR;v52;Dropped;1997;107;Chibcha/Muiska earth goddess. ;Name dropped 2/5/2007. Detailed geologic mapping revealed that this feature is not a corona.;2/5/07
Venus;Furki Mons;MO;236.4;35.9;79;6831;[Furki Mons];Furki Mons;Venus;79;35.9;236.4;36.2;35.5;236.5;236.3;Planetocentric  +East  0 - 360;Europe;Caucasus;Mons, montes;MO;v15;Dropped;1985;65;Chechen and Ingush (Caucasus) goddess, wife of thunder god Sela. Name changed to Furki Tholus.;;12/30/08
Venus;Furki Tholus;TH;236.4;35.9;79;2042;Furki Tholus;Furki Tholus;Venus;79;35.9;236.4;35.9;35.9;236.4;236.4;Planetocentric  +East  0 - 360;Europe;Caucasus;Tholus, tholi;TH;v15;Approved;1997;65;Chechen and Ingush (Caucasus) goddess, wife of thunder god Sela. Name changed from Furki Mons.;;12/30/08
Venus;Gabie Rupes;RU;109.9;67.5;350;2048;Gabie Rupes;Gabie Rupes;Venus;350;67.5;109.9;68.3;66;113.4;106.7;Planetocentric  +East  0 - 360;Europe;Lithuania;Rupes, rupēs;RU;v03;Approved;1985;64;Lithuanian goddess of fire and hearth.;;10/1/06
Venus;Gabriela;AA;240.4;-17.8;17.5;2050;Gabriela;Gabriela;Venus;17.5;-17.8;240.4;-17.8;-17.8;240.4;240.4;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v40;Approved;1994;109;First name from Hebrew.;;10/1/06
Venus;Gahano;AA;77.4;-80.2;4.5;2057;Gahano;Gahano;Venus;4.5;-80.2;77.4;-80.2;-80.2;77.4;77.4;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v62;Approved;1997;144;Seneca first name.;;10/1/06
Venus;Gaia Corona;CR;21.5;6;400;2059;Gaia Corona;Gaia Corona;Venus;400;6;21.5;6;6;21.5;21.5;Planetocentric  +East  0 - 360;Europe;Greek;Corona, coronae;CR;v20;Approved;1994;1;Greek earth/fertility goddess.;;10/1/06
Venus;Gail;AA;97.5;-16.1;10;2060;Gail;Gail;Venus;10;-16.1;97.5;-16.1;-16.1;97.5;97.5;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v35;Approved;2006;109;Hebrew first name.;;10/1/06
Venus;Galina;AA;307.1;47.6;16.8;2077;Galina;Galina;Venus;16.8;47.6;307.1;47.6;47.6;307.1;307.1;Planetocentric  +East  0 - 360;Europe;Bulgaria;Crater, craters;AA;v18;Approved;1985;83;Bulgarian first name.;;10/1/06
Venus;Galindo;AA;258.8;-23.3;23.8;2078;Galindo;Galindo;Venus;23.8;-23.3;258.8;-23.3;-23.3;258.8;258.8;Planetocentric  +East  0 - 360;Europe;Spain;Crater, craters;AA;v40;Approved;1994;295;Beatriz (Beatrix). Spanish professor of Latin, philosophy, and medicine (1473-1535).;;5/2/13
Venus;Gamsilg Chasma;CM;64;-46;600;2087;Gamsilg Chasma;Gamsilg Chasma;Venus;600;-46;64;-46;-46;64;64;Planetocentric  +East  0 - 360;Europe;Caucasus;Chasma, chasmata;CM;v46;Approved;1997;107;Chechen and Ingush evil forest deity.;;12/30/08
Venus;Ganga Valles;VA;53;4.8;200;2093;Ganga Valles;Ganga Valles;Venus;200;4.8;53;5.8;3.9;53.5;52.4;Planetocentric  +East  0 - 360;Asia;India;Vallis, valles;VA;v21;Approved;2006;83;Hindu goddess of the sacred river Ganges.;;10/1/06
Venus;Ganiki Planitia;PL;202;40;5160;2098;Ganiki Planitia;Ganiki Planitia;Venus;5160;40;202;47;33;217;187;Planetocentric  +East  0 - 360;Asia;Siberia;Planitia, planitiae;PL;v14;Approved;1985;64;Orochian (Siberia) water spirit, mermaid.;;12/30/08
Venus;Ganis Chasma;CM;189;18;3700;2099;Ganis Chasma;Ganis Chasma;Venus;3700;18;189;31;7;200;178;Planetocentric  +East  0 - 360;Europe;Lapp;Chasma, chasmata;CM;v26;Approved;1982;27;Western Lapp forest maiden.;Coordinates changed April 9, 2009 to extend the feature to the northwest.;4/9/09
Venus;Garbo Patera;PE;258.2;1.5;75;2103;Garbo Patera;Garbo Patera;Venus;75;1.5;258.2;1.8;1.1;258.6;257.8;Planetocentric  +East  0 - 360;North America;American;Patera, paterae;PE;v28;Approved;2003;64;Greta Gustafsson. Swedish-born American actress (1905-1990).;;10/1/06
Venus;Garland Patera;PE;206.8;32.7;45;2108;Garland Patera;Garland Patera;Venus;45;32.7;206.8;32.9;32.5;207.1;206.5;Planetocentric  +East  0 - 360;North America;American;Patera, paterae;PE;v14;Approved;2006;99;Judy. American singer and actress (1922-1969).;;10/1/06
Venus;Gashan Ki Corona;CR;243.7;11.7;225;2110;Gashan-Ki Corona;Gashan Ki Corona;Venus;225;11.7;243.7;13.6;10.9;244.7;242.5;Planetocentric  +East  0 - 360;Asia;Babylon;Corona, coronae;CR;v28;Approved;2003;83;Babylonian "Lady of the Earth.";;10/1/06
Venus;Gauri Mons;MO;102.2;-20.2;75;2118;Gauri Mons;Gauri Mons;Venus;75;-20.2;102.2;-19.7;-20.7;102.7;101.8;Planetocentric  +East  0 - 360;Asia;India;Mons, montes;MO;v35;Approved;2003;65;Indian mountain goddess.;;10/1/06
Venus;Gautier;AA;42.8;26.3;59.3;2121;Gautier;Gautier;Venus;59.3;26.3;42.8;26.3;26.3;42.8;42.8;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v09;Approved;1994;99;Judith. French novelist (1845-1917).;;10/1/06
Venus;Gaze;AA;240.2;17.9;33.3;2125;Gaze;Gaze;Venus;33.3;17.9;240.2;17.9;17.9;240.2;240.2;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v28;Approved;1994;107;Vera. Soviet astronomer (1899-1954).;;12/30/08
Venus;Gbadu Tessera;TE;38;-1;700;2126;Gbadu Tessera;Gbadu Tessera;Venus;700;-1;38;-1;-1;38;38;Planetocentric  +East  0 - 360;Africa;Benin;Tessera, tesserae;TE;v33;Approved;1997;107;Fon (Benin) goddess of guessing.;;10/1/06
Venus;Gefjun Corona;CR;98.5;-33.5;300;2130;Gefjun Corona;Gefjun Corona;Venus;300;-33.5;98.5;-33.5;-33.5;98.5;98.5;Planetocentric  +East  0 - 360;Europe;Norse;Corona, coronae;CR;v47;Approved;1994;27;Norse fertility goddess.;;10/1/06
Venus;Gegute Tessera;TE;121;17;1600;2131;Gegute Tessera;Gegute Tessera;Venus;1600;17;121;17;17;121;121;Planetocentric  +East  0 - 360;Europe;Lithuania;Tessera, tesserae;TE;v24;Approved;1997;107;Lithuanian goddess of time.;;10/1/06
Venus;Gendenwitha Vallis;VA;259;-63;900;2139;Gendenwitha Vallis;Gendenwitha Vallis;Venus;900;-63;259;-63;-63;259;259;Planetocentric  +East  0 - 360;North America;Iroquois;Vallis, valles;VA;v60;Approved;1997;107;Iroquois name for planet Venus.;;10/1/06
Venus;Gentileschi;AA;260.6;45.2;20.5;2141;Gentileschi;Gentileschi;Venus;20.5;45.2;260.6;45.2;45.2;260.6;260.6;Planetocentric  +East  0 - 360;Europe;Italy;Crater, craters;AA;v16;Approved;1994;99;Artemisia. Italian painter (1593-c. 1652).;;10/1/06
Venus;Georgina;AA;58.8;-20.4;5.9;2142;Georgina;Georgina;Venus;5.9;-20.4;58.8;-20.4;-20.4;58.8;58.8;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v33;Approved;1997;109;Greek first name.;;10/1/06
Venus;Gerda;AA;91;45.9;30;6833;[Gerda];Gerda;Venus;30;45.9;91;45.9;45.8;91.2;90.9;Planetocentric  +East  0 - 360;Europe;Denmark;Crater, craters;AA;v11;Dropped;1994;98;Danish, German first name.;;3/1/07
Venus;Gerd Tholi;TH;291.5;-54.5;50;2145;Gerd Tholi;Gerd Tholi;Venus;50;-54.5;291.5;-54.5;-54.5;291.5;291.5;Planetocentric  +East  0 - 360;Europe;Scotland;Tholus, tholi;TH;v60;Approved;1997;107;Scandinavian sky maiden.;;10/1/06
Venus;Germain;AA;63.7;-37.9;35.5;2147;Germain;Germain;Venus;35.5;-37.9;63.7;-37.9;-37.9;63.7;63.7;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v46;Approved;1991;100;Sophie. French mathematician (1776-1831).;;5/15/10
Venus;Gertjon Corona;CR;276;-30;250;2149;Gertjon Corona;Gertjon Corona;Venus;250;-30;276;-30;-30;276;276;Planetocentric  +East  0 - 360;Europe;Germany;Corona, coronae;CR;v53;Approved;1991;1;Teutonic goddess of fertility.;;10/1/06
Venus;Geyaguga Chasma;CM;70;-56.5;800;2152;Geyaguga Chasma;Geyaguga Chasma;Venus;800;-56.5;70;-56.5;-56.5;70;70;Planetocentric  +East  0 - 360;North America;American;Chasma, chasmata;CM;v57;Approved;1997;107;Cherokee moon deity.;;10/1/06
Venus;Giliani;AA;142.1;-72.9;19.9;2162;Giliani;Giliani;Venus;19.9;-72.9;142.1;-72.9;-72.9;142.1;142.1;Planetocentric  +East  0 - 360;Europe;Italy;Crater, craters;AA;v58;Approved;1994;100;Alessandra. Italian anatomist (c. 1307-1326).;;8/10/09
Venus;Gillian;AA;50.1;-15.2;14.7;2165;Gillian;Gillian;Venus;14.7;-15.2;50.1;-15.2;-15.2;50.1;50.1;Planetocentric  +East  0 - 360;Europe;Latin;Crater, craters;AA;v33;Approved;1994;109;First name from Latin.;;10/1/06
Venus;Gilmore;AA;132.8;-6.7;21.3;2166;Gilmore;Gilmore;Venus;21.3;-6.7;132.8;-6.7;-6.7;132.8;132.8;Planetocentric  +East  0 - 360;Oceania;Australia;Crater, craters;AA;v36;Approved;1994;110;Mary. Australian poet (1865-1962).;;10/1/06
Venus;Giltine Tesserae;TE;250;-39;300;2167;Giltine Tesserae;Giltine Tesserae;Venus;300;-39;250;-39;-39;250;250;Planetocentric  +East  0 - 360;Europe;Lithuania;Tessera, tesserae;TE;v52;Approved;1997;107;Lithuanian bad fate goddess.;;10/1/06
Venus;Gina;AA;76.5;78.1;14.6;2168;Gina;Gina;Venus;14.6;78.1;76.5;78.1;78.1;76.5;76.5;Planetocentric  +East  0 - 360;Europe;Italy;Crater, craters;AA;v01;Approved;1985;98;Italian first name.;;10/1/06
Venus;Giselle;AA;298;-11.8;10.4;2177;Giselle;Giselle;Venus;10.4;-11.8;298;-11.8;-11.8;298;298;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v41;Approved;1997;107;French first name.;;10/1/06
Venus;Glaspell;AA;269.6;-58.4;26.3;2183;Glaspell;Glaspell;Venus;26.3;-58.4;269.6;-58.4;-58.4;269.6;269.6;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v60;Approved;1994;99;Susan. American playwright, novelist (c. 1876-1948).;;10/1/06
Venus;Gloria;AA;94.2;68.5;20.7;2193;Gloria;Gloria;Venus;20.7;68.5;94.2;68.5;68.5;94.2;94.2;Planetocentric  +East  0 - 360;Europe;Portugal;Crater, craters;AA;v03;Approved;1985;83;Portuguese first name.;;10/1/06
Venus;Godiva;AA;251.6;-56.1;30.7;2202;Godiva;Godiva;Venus;30.7;-56.1;251.6;-56.1;-56.1;251.6;251.6;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v60;Approved;1994;99;(Godgifu). Mercian noblewoman (c. 1040-1085).;;10/1/06
Venus;Goeppert Mayer;AA;26.8;59.7;33.5;2203;Goeppert-Mayer;Goeppert Mayer;Venus;33.5;59.7;26.8;59.7;59.7;26.8;26.8;Planetocentric  +East  0 - 360;Europe;Poland;Crater, craters;AA;v02;Approved;1991;100;Maria. Polish physicist, Nobel laureate (1907-1972).;;10/1/06
Venus;Golubkina;AA;286.5;60.3;28.4;2216;Golubkina;Golubkina;Venus;28.4;60.3;286.5;60.3;60.3;286.8;286.2;Planetocentric  +East  0 - 360;Europe;Soviet;Crater, craters;AA;v06;Approved;1985;64;Anna. Soviet sculptor (1864-1927).;;12/30/08
Venus;Goncharova;AA;97.7;-63;30.3;2218;Goncharova;Goncharova;Venus;30.3;-63;97.7;-63;-63;97.7;97.7;Planetocentric  +East  0 - 360;Europe;Russia;Crater, craters;AA;v57;Approved;1994;99;Natalya. Russian artist (1881-1962).;;12/30/08
Venus;Goppert Mayer;AA;26.8;59.7;33.5;6834;[Goppert-Mayer];Goppert Mayer;Venus;33.5;59.7;26.8;59.7;59.7;26.8;26.8;Planetocentric  +East  0 - 360;Europe;Poland;Crater, craters;AA;v02;Dropped;1991;100;Maria. Polish physicist, Nobel laureate (1907-1972).;;3/1/07
Venus;Grace;AA;268.9;-13.8;19;2231;Grace;Grace;Venus;19;-13.8;268.9;-13.8;-13.8;268.9;268.9;Planetocentric  +East  0 - 360;Europe;Greek;Crater, craters;AA;v40;Approved;1994;82;First name from Greek.;;10/1/06
Venus;Graham;AA;6;-6;75;6835;[Graham];Graham;Venus;75;-6;6;-6;-6;6;6;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v32;Dropped;1994;99;Martha. American dancer, choreographer (1894-1991). Name changed to Graham Patera.;;3/1/07
Venus;Graham Patera;PE;6;-6;75;2235;Graham Patera;Graham Patera;Venus;75;-6;6;-6;-6;6;6;Planetocentric  +East  0 - 360;North America;American;Patera, paterae;PE;v32;Approved;1997;99;Martha. American dancer, choreographer (1894-1991). Name changed from Graham crater.;;10/1/06
Venus;Grazina;AA;337.5;72.4;16.5;2240;Gražina;Grazina;Venus;16.5;72.4;337.5;72.4;72.4;337.5;337.5;Planetocentric  +East  0 - 360;Europe;Lithuania;Crater, craters;AA;v07;Approved;1994;70;Lithuanian first name.;;11/17/08
Venus;Grechukha Tholi;TH;255.8;-8.6;200;2242;Grechukha Tholi;Grechukha Tholi;Venus;200;-8.6;255.8;-8;-9.3;256.7;255;Planetocentric  +East  0 - 360;Europe;Ukraine;Tholus, tholi;TH;v40;Approved;2000;153;Ukrainian field deity.;;12/30/08
Venus;Greenaway;AA;145.1;22.9;93;2245;Greenaway;Greenaway;Venus;93;22.9;145.1;22.9;22.9;145.1;145.1;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v24;Approved;1991;75;Kate. English author, illustrator (1846-1901).;;10/1/06
Venus;Gregory;AA;95.8;7.1;18;2247;Gregory;Gregory;Venus;18;7.1;95.8;7.1;7.1;95.8;95.8;Planetocentric  +East  0 - 360;Europe;Ireland;Crater, craters;AA;v23;Approved;1994;99;Isabella. Irish playwright (1852-1932).;;10/1/06
Venus;Gretchen;AA;212.3;-59.7;20.8;2248;Gretchen;Gretchen;Venus;20.8;-59.7;212.3;-59.7;-59.7;212.3;212.3;Planetocentric  +East  0 - 360;Europe;Germany;Crater, craters;AA;v59;Approved;1994;109;German first name.;;10/1/06
Venus;Grey;AA;329.4;-52.4;50;2249;Grey;Grey;Venus;50;-52.4;329.4;-52.4;-52.4;329.4;329.4;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v61;Approved;1994;99;Jane. English queen (1537-1554).;;8/10/09
Venus;Grimke;AA;215.3;17.2;34.8;2253;Grimke;Grimke;Venus;34.8;17.2;215.3;17.2;17.2;215.3;215.3;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v27;Approved;1994;99;Sarah. American abolitionist (1792-1873).;;5/15/10
Venus;Grizodubova Patera;PE;299.6;16.7;50;2256;Grizodubova Patera;Grizodubova Patera;Venus;50;16.7;299.6;16.7;16.7;299.6;299.6;Planetocentric  +East  0 - 360;Europe;Soviet;Patera, paterae;PE;v29;Approved;1997;107;Valentina. Soviet aviatrix (1910-1993).;;12/30/08
Venus;Guan Daosheng;AA;181.8;-61.1;43.6;2265;Guan Daosheng;Guan Daosheng;Venus;43.6;-61.1;181.8;-61.1;-61.1;181.8;181.8;Planetocentric  +East  0 - 360;Asia;China;Crater, craters;AA;v59;Approved;1994;99;Chinese painter, calligrapher (1262-1319).;;10/1/06
Venus;Gudrun;AA;326.4;10.6;13.3;2267;Gudrun;Gudrun;Venus;13.3;10.6;326.4;10.6;10.6;326.4;326.4;Planetocentric  +East  0 - 360;Europe;Norse;Crater, craters;AA;v30;Approved;1994;109;First name from Norse.;;10/1/06
Venus;Guilbert;AA;13.6;-58;25.5;2271;Guilbert;Guilbert;Venus;25.5;-58;13.6;-58;-58;13.6;13.6;Planetocentric  +East  0 - 360;Europe;France;Crater, craters;AA;v56;Approved;1991;75;Yvette. French singer (1865-1944).;;10/1/06
Venus;Guinevere Planitia;PL;325;21.9;7520;2273;Guinevere Planitia;Guinevere Planitia;Venus;7520;21.9;325;51.7;-4.6;346;297.2;Planetocentric  +East  0 - 360;Europe;Great Britain;Planitia, planitiae;PL;v30;Approved;1982;93;British, wife of Arthur.;;10/1/06
Venus;Gui Ye Chasma;CM;337.1;-9;210;2269;Gui Ye Chasma;Gui Ye Chasma;Venus;210;-9;337.1;-9;-9;337.1;337.1;Planetocentric  +East  0 - 360;Asia;China;Chasma, chasmata;CM;v43;Approved;1997;107;Chinese moon fairy.;;10/1/06
Venus;Gulaim Fossae;FO;329;-5;800;2277;Gulaim Fossae;Gulaim Fossae;Venus;800;-5;329;-5;-5;329;329;Planetocentric  +East  0 - 360;Asia;Uzbekistan;Fossa, fossae;FO;v42;Approved;1997;107;Karakalpak amazon leader.;;12/30/08
Venus;Gula Mons;MO;359.1;21.9;276;2276;Gula Mons;Gula Mons;Venus;276;21.9;359.1;22.9;20.9;360;358.3;Planetocentric  +East  0 - 360;Asia;Babylon;Mons, montes;MO;v31;Approved;1982;48;Babylonian earth mother, creative force.;;10/1/06
Venus;Gulchatay;AA;295.5;20.5;9;2279;Gulchatay;Gulchatay;Venus;9;20.5;295.5;20.5;20.5;295.5;295.5;Planetocentric  +East  0 - 360;Asia;Arabian;Crater, craters;AA;v29;Approved;1997;107;Arabic first name.;;10/1/06
Venus;Gulnara;AA;174;-23.7;5;2281;Gulnara;Gulnara;Venus;5;-23.7;174;-23.7;-23.7;174;174;Planetocentric  +East  0 - 360;Asia;Uzbekistan;Crater, craters;AA;v37;Approved;1997;107;Uzbek first name.;;12/30/08
Venus;Gunda Planitia;PL;267;-16;1200;2283;Gunda Planitia;Gunda Planitia;Venus;1200;-16;267;-16;-16;267;267;Planetocentric  +East  0 - 360;Asia;Georgia;Planitia, planitiae;PL;v40;Approved;1997;107;Abkhazian epic heroine, beautiful sister of the giant knights.;;12/30/08
Venus;Guor Linea;LI;0;20;0;2287;Guor Linea;Guor Linea;Venus;0;20;0;20;20;0;0;Planetocentric  +East  0 - 360;Europe;Iceland;Linea, lineae;LI;;Approved;1982;35;Northern European Valkyrie.;;10/1/06
Venus;Gurshi Mons;MO;58.5;-47.5;210;2288;Gurshi Mons;Gurshi Mons;Venus;210;-47.5;58.5;-47.5;-47.5;58.5;58.5;Planetocentric  +East  0 - 360;Asia;Buriat;Mons, montes;MO;v45;Approved;1997;107;Buryatian fishing deity.;;12/30/08
Venus;Guzel;AA;298.7;-57.6;7.3;2293;Guzel;Guzel;Venus;7.3;-57.6;298.7;-57.6;-57.6;298.7;298.7;Planetocentric  +East  0 - 360;Asia;Arabian;Crater, craters;AA;v60;Approved;1997;107;Arabic first name.;;10/1/06
Venus;Gwen Mons;MO;238.7;-21.4;200;2295;Gwen Mons;Gwen Mons;Venus;200;-21.4;238.7;-20.4;-22;239.9;237.7;Planetocentric  +East  0 - 360;Europe;Celtic;Mons, montes;MO;v39;Approved;2003;127;Irish goddess of happiness and smiles.;;10/1/06
Venus;Gwynn;AA;37.2;9.7;32;2299;Gwynn;Gwynn;Venus;32;9.7;37.2;9.7;9.7;37.2;37.2;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v21;Approved;1994;99;Nell. English actress, courtesan (1650-1687).;;10/1/06
Venus;Haasttse baad Tessera;TE;127;6;2600;2306;Haasttse-baad Tessera;Haasttse baad Tessera;Venus;2600;6;127;6;6;127;127;Planetocentric  +East  0 - 360;North America;Navajo;Tessera, tesserae;TE;v24;Approved;1997;107;Navajo good health goddess.;;10/1/06
Venus;Habonde Corona;CR;81.8;3;125;2307;Habonde Corona;Habonde Corona;Venus;125;3;81.8;3;3;81.8;81.8;Planetocentric  +East  0 - 360;Europe;Denmark;Corona, coronae;CR;v22;Approved;1994;83;Danish goddess of abundance.;;10/1/06
Venus;Hadisha;AA;97.2;-39;8.9;2308;Hadisha;Hadisha;Venus;8.9;-39;97.2;-39;-39;97.2;97.2;Planetocentric  +East  0 - 360;Asia;Kazakhstan;Crater, craters;AA;v47;Approved;1997;107;Kazakh first name.;;12/30/08
Venus;Halima;AA;14.6;28.5;8.9;2326;Halima;Halima;Venus;8.9;28.5;14.6;28.5;28.5;14.6;14.6;Planetocentric  +East  0 - 360;Africa;Nigeria;Crater, craters;AA;v08;Approved;1997;107;Hausa first name.;;10/1/06
Venus;Halle;AA;145.5;-19.8;21.5;2329;Halle;Halle;Venus;21.5;-19.8;145.5;-19.8;-19.8;145.5;145.5;Planetocentric  +East  0 - 360;Europe;Austria;Crater, craters;AA;v36;Approved;1991;99;Wilhelmina. Austrian violinist (1839-1911).;;10/1/06
Venus;Hallgerda Mons;MO;198.3;53.1;57;2332;Hallgerda Mons;Hallgerda Mons;Venus;57;53.1;198.3;53.3;52.9;198.6;198.2;Planetocentric  +East  0 - 360;Europe;Iceland;Mons, montes;MO;v05;Approved;1991;64;Icelandic goddess of vanity.;;10/1/06
Venus;Hamuda;AA;2.5;62.9;15.8;2342;Hamuda;Hamuda;Venus;15.8;62.9;2.5;62.9;62.9;2.5;2.5;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v02;Approved;2000;109;Hebrew first name.;;10/1/06
Venus;Hanekasa Fossae;FO;148.5;29;700;2346;Hanekasa Fossae;Hanekasa Fossae;Venus;700;29;148.5;29;29;148.5;148.5;Planetocentric  +East  0 - 360;South and Central America;Venezuela;Fossa, fossae;FO;v12;Approved;1997;107;Sanema (Venezuela) amazon warrior.;;10/1/06
Venus;Hanghepiwi Chasma;CM;18;-48.5;1100;2347;Hanghepiwi Chasma;Hanghepiwi Chasma;Venus;1100;-48.5;18;-48.5;-48.5;18;18;Planetocentric  +East  0 - 360;North America;Dakota;Chasma, chasmata;CM;v44;Approved;1997;107;Dakota name of the moon and night.;;10/1/06
Venus;Hanka;AA;114.3;-27.3;5;2348;Hanka;Hanka;Venus;5;-27.3;114.3;-27.3;-27.3;114.3;114.3;Planetocentric  +East  0 - 360;Europe;Czechoslovakia;Crater, craters;AA;v47;Approved;1997;107;Czech first name.;;10/1/06
Venus;Hannah;AA;102.6;17.9;19.8;2349;Hannah;Hannah;Venus;19.8;17.9;102.6;17.9;17.9;102.6;102.6;Planetocentric  +East  0 - 360;Asia;Hebrew;Crater, craters;AA;v23;Approved;1994;82;First name from Hebrew.;;10/1/06
Venus;Hannahannas Corona;CR;170.5;0;200;2350;Hannahannas Corona;Hannahannas Corona;Venus;200;0;170.5;1.5;-2;172;169;Planetocentric  +East  0 - 360;Asia;Turkey;Corona, coronae;CR;;Approved;2003;127;Hittite (Asia Minor) mother and insect goddess.;;10/1/06
Venus;Hansberry;AA;324.1;-22.7;26.6;2352;Hansberry;Hansberry;Venus;26.6;-22.7;324.1;-22.7;-22.7;324.1;324.1;Planetocentric  +East  0 - 360;North America;Mandan;Crater, craters;AA;v42;Approved;1994;99;Lorraine. American playwright (1930-1965).;;10/1/06
Venus;Hanwi Chasma;CM;247;10.5;1800;6977;Hanwi Chasma;Hanwi Chasma;Venus;1800;10.5;247;16;10;254;240;Planetocentric  +East  0 - 360;North America;Sioux;Chasma, chasmata;CM;v28;Approved;2006;127;Oglala (Sioux) moon and sky goddess.;;10/1/06
Venus;Hapei;AA;178;66.1;4.2;2357;Hapei;Hapei;Venus;4.2;66.1;178;66.1;66.1;178;178;Planetocentric  +East  0 - 360;North America;American;Crater, craters;AA;v04;Approved;1997;144;Cheyenne (Oklahoma) first name.;;10/1/06
Venus;Hariasa Linea;LI;15;19;0;6838;[Hariasa Linea];Hariasa Linea;Venus;0;19;15;19;19;15;15;Planetocentric  +East  0 - 360;Europe;Germany;Linea, lineae;LI;v20;Dropped;1982;27;German war goddess.;;3/1/07
Venus;Hathor Mons;MO;324.7;-38.7;333;2384;Hathor Mons;Hathor Mons;Venus;333;-38.7;324.7;-37.3;-40;325.9;323.6;Planetocentric  +East  0 - 360;Africa;Egypt;Mons, montes;MO;v54;Approved;1979;48;Egyptian sky goddess.;;10/1/06
Venus;Hatshepsut Patera;PE;64.5;28.1;118;2385;Hatshepsut Patera;Hatshepsut Patera;Venus;118;28.1;64.5;28.6;27.5;64.5;64.4;Planetocentric  +East  0 - 360;Africa;Egypt;Patera, paterae;PE;v10;Approved;1985;99;Egyptian pharaoh (1479 B.C.).;;5/15/10
Venus;Haumea Corona;CR;21.8;54;375;2386;Haumea Corona;Haumea Corona;Venus;375;54;21.8;54;54;21.8;21.8;Planetocentric  +East  0 - 360;Oceania;Polynesia;Corona, coronae;CR;v02;Approved;1994;98;Polynesian fertility goddess.;;10/1/06
Venus;Hayashi;AA;243.9;53.8;43.1;2391;Hayashi;Hayashi;Venus;43.1;53.8;243.9;53.8;53.8;243.9;243.9;Planetocentric  +East  0 - 360;Asia;Japan;Crater, craters;AA;v06;Approved;1985;46;Fumiko. Japanese writer (1903-1951).;;10/1/06
Venus;Heather;AA;334.1;-6.8;11.5;2399;Heather;Heather;Venus;11.5;-6.8;334.1;-6.8;-6.8;334.1;334.1;Planetocentric  +East  0 - 360;Europe;England;Crater, craters;AA;v43;Approved;1994;109;English first name.;;10/1/06
Venus;Hecate Chasma;CM;254.3;18.2;3145;2406;Hecate Chasma;Hecate Chasma;Venus;3145;18.2;254.3;25.9;14.2;269.3;241.2;Planetocentric  +East  0 - 360;Europe;Greek;Chasma, chasmata;CM;v28;Approved;1982;1;Greek moon goddess.;;10/1/06
Venus;Heidi;AA;350.1;23.6;15.2;2412;Heidi;Heidi;Venus;15.2;23.6;350.1;23.6;23.6;350.1;350.1;Planetocentric  +East  0 - 360;Europe;Latin;Crater, craters;AA;v31;Approved;1994;109;First name. form of Hester.;;10/1/06
Venus;Helen Planitia;PL;263.9;-51.7;4360;2422;Helen Planitia;Helen Planitia;Venus;4360;-51.7;263.9;-46.5;-56.8;297.5;230.4;Planetocentric  +East  0 - 360;Europe;Greek;Planitia, planitiae;PL;v60;Approved;1982;1;Greek. "the face that launched 1000 ships.";;10/1/06
