BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Mercury;Egonu;MEAA6740N6080E;Named formation;Crater;AA;Uzo EGONU;IAU approuved Aug 6, 2012;Artist;Nigeria;from Nigeria;20;20 th century;???;1931;???;1996;???;60.8;60 ° 12 '  E;67.4;67 ° 36 ' N;H-01;25;25;15;15;Mercury;15020;Egonu;Egonu;Crater, craters;AA;25;67.4;60.8;;;;;Planetographic  +East  0 - 360;H-01;Uzo. Nigerian artist (1931-1996).;Africa;Nigeria;Approved;Aug 6, 2012;214;06/08/2012;
Mercury;Eitoku;MEAA2186S20298W;Named formation;Crater;AA;Kano Kuninobu aka EITOKU;IAU approuved 1976;Painter;Japan;from Japan;16;16 th century;???;1543;???;1590;???;202.98;157 ° 1 '  W;-21.86;22 ° 52 ' S;H-08;100.87;100.87;61;61;Mercury;1749;Eitoku;Eitoku;Crater, craters;AA;100.87;-21.86;202.98;-20.67;-23.04;204.26;201.71;Planetographic  +East  0 - 360;H-08;Pseudonym of Kano Kuninobu. painter (1543-1590).;Asia;Japan;Approved;1976;80;07/03/2011;
Mercury;Ellington;MEAA1285S2618E;Named formation;Crater;AA;Edward Kennedy aka Duke ELLINGTON;IAU approuved Apr 24, 2012;Composer;United States;from United States;20;20 th century;???;1899;???;1974;???;26.18;26 ° 49 '  E;-12.85;13 ° 51 ' S;H-10;216.05;216.05;130;130;Mercury;14957;Ellington;Ellington;Crater, craters;AA;216.05;-12.85;26.18;-10.41;-15.29;28.79;23.58;Planetographic  +East  0 - 360;H-10;Edward Kennedy â€œDukeâ€. American composer, musician, conductor (1899-1974).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Eminescu;MEAA1070N11430E;Named formation;Crater;AA;Mihail EMINESCU;IAU approuved Apr 8, 2008;Poet;Romania (Rumania);from Romania (Rumania);19;19 th century;???;1850;???;1889;???;114.3;114 ° 42 '  E;10.7;10 ° 18 ' N;H-09;129.82;129.82;78;78;Mercury;14388;Eminescu;Eminescu;Crater, craters;AA;129.82;10.7;114.3;12.23;9.18;115.85;112.75;Planetographic  +East  0 - 360;H-09;Mihail. Romanian poet (1850-1889).;Europe;Romania (Rumania);Approved;Apr 8, 2008;59;07/03/2011;
Mercury;Endeavour Rupes;MERU3828N32867W;Named formation;Scarp;RU;ENDEAVOUR RUPES;IAU approuved 1976;Ship;England;from England;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Cook's ship to explore Tahiti, New Zealand, Australia, 1768-71.;328.67;31 ° 20 '  W;38.28;38 ° 43 ' N;H-02;61.45;??;37;??;Mercury;1798;Endeavour Rupes;Endeavour Rupes;Rupes, rupÄ“s;RU;61.45;38.28;328.67;40.8;36.09;328.69;327.53;Planetographic  +East  0 - 360;H-02;English. Cook's ship to explore Tahiti, New Zealand, Australia, 1768-71.;Europe;England;Approved;1976;59;07/03/2011;
Mercury;Enwonwu;MEAA999S12197E;Named formation;Crater;AA;Benedict Chukwukadibia ENWONWU;IAU approuved Nov 20, 2008;Painter;Nigeria;from Nigeria;20;20 th century;???;1921;???;1994;???;121.97;121 ° 2 '  E;-9.99;10 ° 59 ' S;H-09;37.75;37.75;22;22;Mercury;14508;Enwonwu;Enwonwu;Crater, craters;AA;37.75;-9.99;121.97;-9.55;-10.44;122.42;121.52;Planetographic  +East  0 - 360;H-09;Benedict Chukwukadibia. Nigerian sculptor and painter (1921-1994).;Africa;Nigeria;Approved;Nov 20, 2008;139;07/03/2011;
Mercury;Equiano;MEAA3999S32945W;Named formation;Crater;AA;Olavdah EQUIANO;IAU approuved 1976;Writer;Benin;from Benin;18;18 th century;???;1750;???;1797;???;329.45;30 ° 33 '  W;-39.99;40 ° 59 ' S;H-11;102.51;102.51;62;62;Mercury;1819;Equiano;Equiano;Crater, craters;AA;102.51;-39.99;329.45;-38.79;-41.19;331.02;327.88;Planetographic  +East  0 - 360;H-11;O.. Olavdah, West Africa (Benin) slave, writer (c. 1750-1797).;Africa;Benin;Approved;1976;59;07/03/2011;
Mercury;Faulkner;MEAA806N7703E;Named formation;Crater;AA;William FAULKNER;IAU approuved Apr 24, 2012;Author;United States;from United States;20;20 th century;???;1897;???;1962;???;77.03;77 ° 58 '  E;8.06;8 ° 56 ' N;H-09;167.85;167.85;101;101;Mercury;14958;Faulkner;Faulkner;Crater, craters;AA;167.85;8.06;77.03;10.03;6.09;78.97;75.1;Planetographic  +East  0 - 360;H-09;William. American author (1897-1962).;North America;United States;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Fet;MEAA481S17984E;Named formation;Crater;AA;Afanasy Afanasyevich FET;IAU approuved 1985;Poet;Russia;from Russia;19;19 th century;???;1820;???;1892;???;179.84;179 ° 10 '  E;-4.81;5 ° 49 ' S;H-08;79.48;79.48;48;48;Mercury;1950;Fet;Fet;Crater, craters;AA;79.48;-4.81;179.84;-4.35;-5.31;180.37;179.29;Planetographic  +East  0 - 360;H-08;Afanasy Afanasyevich. Russian poet (1820-1892).;Europe;Russia;Approved;1985;59;07/03/2011;
Mercury;Firdousi;MEAA348N6539E;Named formation;Crater;AA;Hakim Abulkasim FIRDOUSI;IAU approuved Mar 3, 2010;Poet;Persian;from Persian;10;10 th century;???;940;???;1030;???;65.39;65 ° 37 '  E;3.48;3 ° 31 ' N;H-10;98.28;98.28;59;59;Mercury;14648;Firdousi;Firdousi;Crater, craters;AA;98.28;3.48;65.39;4.63;2.32;66.55;64.24;Planetographic  +East  0 - 360;H-10;Hakim Abulkasim. Tajik/Persian poet (c. 940-1020/30).;Asia;Persian;Approved;Mar 3, 2010;75;07/03/2011;
Mercury;Flaubert;MEAA1381S28739W;Named formation;Crater;AA;Gustave FLAUBERT;IAU approuved 1985;Novelist;France;from France;19;19 th century;???;1821;???;1880;???;287.39;72 ° 37 '  W;-13.81;14 ° 49 ' S;H-07;95.34;95.34;57;57;Mercury;1977;Flaubert;Flaubert;Crater, craters;AA;95.34;-13.81;287.39;-12.69;-14.93;288.54;286.23;Planetographic  +East  0 - 360;H-07;Gustave. French novelist (1821-1880).;Europe;France;Approved;1985;59;07/03/2011;
Mercury;Fonteyn;MEAA3285N9569E;Named formation;Crater;AA;Margot FONTEYN;IAU approuved Apr 24, 2012;Dancer;England;from England;20;20 th century;???;1919;???;1991;???;95.69;95 ° 19 '  E;32.85;32 ° 9 ' N;H-04;29.41;29.41;17;17;Mercury;14959;Fonteyn;Fonteyn;Crater, craters;AA;29.41;32.85;95.69;33.15;32.54;96.1;95.28;Planetographic  +East  0 - 360;H-04;Margot. English ballet dancer (1919-1991).;Europe;England;Approved;Apr 24, 2012;139;4/24/12;
Mercury;Fram Rupes;MERU5752S26685W;Named formation;Scarp;RU;FRAM RUPES;IAU approuved 1976;Ship;Norway;from Norway;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Ship used in Arctic by Nansen, 1892-96, and by Sverdrup and Amundsen in Antarctica, 1909.;266.85;93 ° 9 '  W;-57.52;58 ° 31 ' S;H-12;155.59;??;94;??;Mercury;2009;Fram Rupes;Fram Rupes;Rupes, rupÄ“s;RU;155.59;-57.52;266.85;-55.73;-58.86;267.18;264.53;Planetographic  +East  0 - 360;H-12;Norwegian. ship used in Arctic by Nansen, 1892-96, and by Sverdrup and Amundsen in Antarctica, 1909.;Europe;Norway;Approved;1976;80;07/03/2011;
Mercury;Futabatei;MEAA1608S27647W;Named formation;Crater;AA;S. FUTABATEI;IAU approuved 1976;Novelist;Japan;from Japan;20;20 th century;???;1864;???;1909;???;276.47;83 ° 32 '  W;-16.08;17 ° 5 ' S;H-07;57.3;57.3;34;34;Mercury;2044;Futabatei;Futabatei;Crater, craters;AA;57.3;-16.08;276.47;-15.4;-16.75;277.17;275.77;Planetographic  +East  0 - 360;H-07;S.. Japanese novelist (1864-1909).;Asia;Japan;Approved;1976;59;07/03/2011;
Mercury;Gainsborough;MEAA3576S17555E;Named formation;Crater;AA;Thomas GAINSBOROUGH;IAU approuved 1985;Painter;England;from England;18;18 th century;???;1727;???;1788;???;175.55;175 ° 27 '  E;-35.76;36 ° 46 ' S;H-13;95.2;95.2;57;57;Mercury;2061;Gainsborough;Gainsborough;Crater, craters;AA;95.2;-35.76;175.55;-34.65;-36.88;176.93;174.18;Planetographic  +East  0 - 360;H-13;Thomas. English painter (1727-1788).;Europe;England;Approved;1985;59;07/03/2011;
Mercury;Gallia;MEAL4000N24000W;Named formation;Albedo Feature;AL;GALLIA;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi Map.;240;120 ° 0 '  W;40;40 ° 0 ' N;H-03;??;??;??;??;Mercury;14798;Gallia;Gallia;Albedo Feature;AL;0;40;240;;;;;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi Map.;Europe;Roman;Approved;1976;60;1/28/11;Name corrected from Pleias Gallia.
Mercury;Gaudi;MEAA7690N6950E;Named formation;Crater;AA;Antoni Gaudi Cornet GAUDI;IAU approuved Aug 6, 2012;Architect;Spain;from Spain;20;20 th century;???;1852;???;1926;???;69.5;69 ° 30 '  E;76.9;76 ° 6 ' N;H-01;81;81;49;49;Mercury;15021;GaudÃ­;Gaudi;Crater, craters;AA;81;76.9;69.5;;;;;Planetographic  +East  0 - 360;H-01;Antoni GaudÃ­ i Cornet. Spanish Catalan architect (1852-1926).;Europe;Spain;Approved;Aug 6, 2012;59;06/08/2012;
Mercury;Gauguin;MEAA6629N25986W;Named formation;Crater;AA;Paul GAUGUIN;IAU approuved 1979;Painter;France;from France;20;20 th century;???;1848;???;1903;???;259.86;100 ° 8 '  W;66.29;66 ° 43 ' N;H-01;70.1;70.1;42;42;Mercury;2117;Gauguin;Gauguin;Crater, craters;AA;70.1;66.29;259.86;67.12;65.47;261.9;257.81;Planetographic  +East  0 - 360;H-01;Paul. French painter (1848-1903).;Europe;France;Approved;1979;59;07/03/2011;
Mercury;Geddes;MEAA2723N33038W;Named formation;Crater;AA;Wilhelmina GEDDES;IAU approuved Mar 3, 2010;Artist;Ireland;from Ireland;20;20 th century;???;1887;???;1955;???;330.38;29 ° 37 '  W;27.23;27 ° 46 ' N;H-02;83.53;83.53;50;50;Mercury;14643;Geddes;Geddes;Crater, craters;AA;83.53;27.23;330.38;28.21;26.25;331.48;329.27;Planetographic  +East  0 - 360;H-02;Wilhelmina. Irish stained glass and graphic artist (1887-1955).;Europe;Ireland;Approved;Mar 3, 2010;210;07/03/2011;
Mercury;Ghiberti;MEAA4844S27992W;Named formation;Crater;AA;Lorenzo GHIBERTI;IAU approuved 1976;Sculptor;Italy;from Italy;14;14 th century;???;1378;???;1455;???;279.92;80 ° 5 '  W;-48.44;49 ° 26 ' S;H-11;110.18;110.18;66;66;Mercury;2154;Ghiberti;Ghiberti;Crater, craters;AA;110.18;-48.44;279.92;-47.15;-49.74;281.87;277.97;Planetographic  +East  0 - 360;H-11;Lorenzo. Italian sculptor (1378-1455).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Gibran;MEAA3576N24844W;Named formation;Crater;AA;Kahlil GIBRAN;IAU approuved Jul 9, 2009;Poet;Lebanon;from Lebanon;20;20 th century;???;1883;???;1931;???;248.44;111 ° 34 '  W;35.76;35 ° 14 ' N;H-03;106.26;106.26;64;64;Mercury;14581;Gibran;Gibran;Crater, craters;AA;106.26;35.76;248.44;37.01;34.51;249.98;246.9;Planetographic  +East  0 - 360;H-03;Kahlil (Khalil). Lebanese-American artist, poet, and writer (1883-1931).;Asia;Lebanon;Approved;Jul 9, 2009;225;07/03/2011;
Mercury;Giotto;MEAA1247N30353W;Named formation;Crater;AA;GIOTTO;IAU approuved 1976;Painter;Italy;from Italy;14;14 th century;???;1271;???;1337;???;303.53;56 ° 28 '  W;12.47;12 ° 32 ' N;H-06;144.21;144.21;87;87;Mercury;2173;Giotto;Giotto;Crater, craters;AA;144.21;12.47;303.53;14.16;10.77;305.27;301.8;Planetographic  +East  0 - 360;H-06;Italian painter (c. 1271-1337).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Gjoa Rupes;MERU6689S20150W;Named formation;Scarp;RU;GJOA RUPES;IAU approuved 1976;Ship;Norway;from Norway;Not appliable;Not appliable;???;Not appliable;???;Not appliable;Amundsen's ship through Northwest passage, 1903-06.;201.5;158 ° 30 '  W;-66.89;67 ° 53 ' S;H-15;237.9;??;144;??;Mercury;2181;GjÃ¶a Rupes;Gjoa Rupes;Rupes, rupÄ“s;RU;237.9;-66.89;201.5;-65.28;-68.95;206.49;196.03;Planetographic  +East  0 - 360;H-15;Norwegian. Amundsen's ship through Northwest passage, 1903-06.;Europe;Norway;Approved;1976;59;07/03/2011;
Mercury;Glinka;MEAA1481N24748W;Named formation;Crater;AA;Mikhail Yurevich GLINKA;IAU approuved Nov 20, 2008;Composer;Russia;from Russia;19;19 th century;???;1804;???;1857;???;247.48;112 ° 31 '  W;14.81;14 ° 11 ' N;H-07;89.04;89.04;53;53;Mercury;14509;Glinka;Glinka;Crater, craters;AA;89.04;14.81;247.48;15.86;13.76;248.56;246.39;Planetographic  +East  0 - 360;H-07;Mikhail. Russian composer (1804-1857).;Europe;Russia;Approved;Nov 20, 2008;64;07/03/2011;
Mercury;Gluck;MEAA3807N34139W;Named formation;Crater;AA;Christoph Willibald GLUCK;IAU approuved 1979;Composer;Germany;from Germany;18;18 th century;???;1714;???;1787;???;341.39;18 ° 37 '  W;38.07;38 ° 56 ' N;H-02;100.61;100.61;60;60;Mercury;2194;Gluck;Gluck;Crater, craters;AA;100.61;38.07;341.39;39.25;36.89;342.89;339.89;Planetographic  +East  0 - 360;H-02;Christoph Willibald. German composer (1714-1787).;Europe;Germany;Approved;1979;59;07/03/2011;
Mercury;Goethe;MEAA8151N30617W;Named formation;Crater;AA;Johann Wolfgang von GOETHE;IAU approuved 1979;Poet;Germany;from Germany;19;19 th century;???;1749;???;1832;???;306.17;53 ° 50 '  W;81.51;81 ° 29 ' N;H-01;317.17;317.17;191;191;Mercury;2204;Goethe;Goethe;Crater, craters;AA;317.17;81.51;306.17;85.23;77.78;332.25;280.1;Planetographic  +East  0 - 360;H-01;Johann Wolfgang von. German poet and dramatist (1749-1832).;Europe;Germany;Approved;1979;59;07/03/2011;
Mercury;Gogol;MEAA2829S21262W;Named formation;Crater;AA;Nikolay GOGOL;IAU approuved 1985;Novelist;Russia;from Russia;19;19 th century;???;1809;???;1852;???;212.62;147 ° 23 '  W;-28.29;29 ° 17 ' S;H-12;79.39;79.39;48;48;Mercury;2206;Gogol;Gogol;Crater, craters;AA;79.39;-28.29;212.62;-27.36;-29.22;213.68;211.56;Planetographic  +East  0 - 360;H-12;Nikolay. Russian dramatist and novelist (1809-1852).;Europe;Russia;Approved;1985;59;07/03/2011;
Mercury;Goldstone Vallis;MEVA1575S32792W;Named formation;Valley;VA;GOLDSTONE VALLIS;IAU approuved 1976;Radio telescope;U. S. A.;from U. S. A.;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Radio telescope facility in California.;327.92;32 ° 5 '  W;-15.75;16 ° 45 ' S;H-06;103.67;??;62;??;Mercury;2212;Goldstone Vallis;Goldstone Vallis;Vallis, valles;VA;103.67;-15.75;327.92;-14.69;-16.78;328.58;327.28;Planetographic  +East  0 - 360;H-06;Radio telescope facility in California.;North America;American;Approved;1976;80;3/13/12;
Mercury;Goya;MEAA678S20785W;Named formation;Crater;AA;Francisco (Jose) de Goy (y Lucientes) GOYA;IAU approuved 1976;Painter;Spain;from Spain;19;19 th century;???;1746;???;1828;???;207.85;152 ° 9 '  W;-6.78;7 ° 47 ' S;H-08;138.42;138.42;83;83;Mercury;2229;Goya;Goya;Crater, craters;AA;138.42;-6.78;207.85;-5.16;-8.41;209.49;206.22;Planetographic  +East  0 - 360;H-08;Francisco (Jose) de Goy (y Lucientes). Spanish painter (1746-1828).;Europe;Spain;Approved;1976;59;07/03/2011;
Mercury;Grainger;MEAA4411S10487E;Named formation;Crater;AA;George Percy Aldridge GRAINGER;IAU approuved Apr 24, 2012;Composer;Australia;from Australia;20;20 th century;???;1882;???;1961;???;104.87;104 ° 8 '  E;-44.11;45 ° 7 ' S;H-13;112.61;112.61;68;68;Mercury;14960;Grainger;Grainger;Crater, craters;AA;112.61;-44.11;104.87;-42.79;-45.43;106.67;103.07;Planetographic  +East  0 - 360;H-13;George Percy Aldridge. Australian-born composer (1882-1961).;Oceania;Australia;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Grieg;MEAA5260N34483W;Named formation;Crater;AA;Edvard GRIEG;IAU approuved 1985;Composer;Norway;from Norway;20;20 th century;???;1843;???;1907;???;344.83;15 ° 10 '  W;52.6;52 ° 24 ' N;H-02;58.84;58.84;35;35;Mercury;2250;Grieg;Grieg;Crater, craters;AA;58.84;52.6;344.83;53.29;51.91;345.97;343.7;Planetographic  +East  0 - 360;H-02;Edvard. Norwegian composer (1843-1907).;Europe;Norway;Approved;1985;59;07/03/2011;
Mercury;Grotell;MEAA7111N32824W;Named formation;Crater;AA;Majlis GROTELL;IAU approuved Apr 24, 2012;Ceramist;Finland;from Finland;20;20 th century;???;1899;???;1973;???;328.24;31 ° 46 '  W;71.11;71 ° 53 ' N;H-01;48.25;48.25;29;29;Mercury;14961;Grotell;Grotell;Crater, craters;AA;48.25;71.11;328.24;71.65;70.57;329.99;326.49;Planetographic  +East  0 - 360;H-01;Majlis. Finnish and American ceramist (1899-1973).;Europe;Finland;Approved;Apr 24, 2012;210;4/24/12;
Mercury;Guido d'Arezzo;MEAA3837S34151W;Named formation;Crater;AA;GUIDO D'AREZZO;IAU approuved 1976;Musician;Italy;from Italy;11;11 th century;???; 990;???;1050;???;341.51;18 ° 29 '  W;-38.37;39 ° 22 ' S;H-11;58.04;58.04;35;35;Mercury;2270;Guido d'Arezzo;Guido d Arezzo;Crater, craters;AA;58.04;-38.37;341.51;-37.68;-39.05;342.38;340.64;Planetographic  +East  0 - 360;H-11;Italian musical theorist (c. 990-1050).;Europe;Italy;Approved;1976;59;07/03/2011;
Mercury;Hals;MEAA5487S24504W;Named formation;Crater;AA;Frans HALS;IAU approuved 1985;Painter;Netherlands (Dutch);from Netherlands (Dutch);16;16 th century;???;1585;???;1666;???;245.04;114 ° 58 '  W;-54.87;55 ° 52 ' S;H-12;92.88;92.88;56;56;Mercury;2334;Hals;Hals;Crater, craters;AA;92.88;-54.87;245.04;-53.78;-55.96;246.94;243.15;Planetographic  +East  0 - 360;H-12;Frans. Dutch painter (1581/1585-1666).;Europe;Netherlands (Dutch);Approved;1985;80;07/03/2011;
Mercury;Han Kan;MEAA7225S21390W;Named formation;Crater;AA;HAN KAN;IAU approuved 1985;Painter;China;from China;8;8 th century;???;720;???;780;???;213.9;146 ° 6 '  W;-72.25;73 ° 15 ' S;H-15;50.12;50.12;30;30;Mercury;2343;Han Kan;Han Kan;Crater, craters;AA;50.12;-72.25;213.9;-71.66;-72.84;215.83;211.97;Planetographic  +East  0 - 360;H-15;Chinese painter (720-780).;Asia;China;Approved;1985;80;07/03/2011;
Mercury;Handel;MEAA364N32594W;Named formation;Crater;AA;Georg Friedrich HANDEL;IAU approuved 1976;Composer;Germany;from Germany;18;18 th century;???;1685;???;1759;???;325.94;34 ° 4 '  W;3.64;3 ° 22 ' N;H-06;138.04;138.04;83;83;Mercury;2344;Handel;Handel;Crater, craters;AA;138.04;3.64;325.94;5.26;2.02;327.57;324.32;Planetographic  +East  0 - 360;H-06;G. F.. German-British composer (1685-1759).;Europe;Germany;Approved;1976;59;07/03/2011;
Mercury;Harunobu;MEAA1490N21912W;Named formation;Crater;AA;Suzuki HARUNOBU;IAU approuved 1976;Artist;Japan;from Japan;18;18 th century;???;1724;???;1770;???;219.12;140 ° 53 '  W;14.9;14 ° 6 ' N;H-07;106.78;106.78;64;64;Mercury;2378;Harunobu;Harunobu;Crater, craters;AA;106.78;14.9;219.12;16.16;13.65;220.42;217.83;Planetographic  +East  0 - 360;H-07;Suzuki. Japanese artist (1720/1724-1770).;Asia;Japan;Approved;1976;59;07/03/2011;
Mercury;Hauptmann;MEAA2372S17967E;Named formation;Crater;AA;Gerhart HAUPTMANN;IAU approuved 1985;Novelist;Germany;from Germany;20;20 th century;???;1862;???;1946;???;179.67;179 ° 20 '  E;-23.72;24 ° 43 ' S;H-13;118;118;71;71;Mercury;2387;Hauptmann;Hauptmann;Crater, craters;AA;118;-23.72;179.67;-22.36;-25.04;181.19;178.14;Planetographic  +East  0 - 360;H-13;Gerhart. German novelist and dramatist (1862-1946).;Europe;Germany;Approved;1985;59;05/07/2012;
Mercury;Hawthorne;MEAA5131S24464W;Named formation;Crater;AA;Nathaniel HAWTHORNE;IAU approuved 1979;Novelist;U. S. A.;from U. S. A.;19;19 th century;???;1804;???;1864;???;244.64;115 ° 22 '  W;-51.31;52 ° 19 ' S;H-12;119.9;119.9;72;72;Mercury;2389;Hawthorne;Hawthorne;Crater, craters;AA;119.9;-51.31;244.64;-49.91;-52.72;246.89;242.39;Planetographic  +East  0 - 360;H-12;Nathaniel. American novelist (1804-1864).;North America;American;Approved;1979;59;07/03/2011;
Mercury;Haydn;MEAA2727S28855W;Named formation;Crater;AA;J. HAYDN;IAU approuved 1976;Composer;Austria;from Austria;19;19 th century;???;1732;???;1809;???;288.55;71 ° 27 '  W;-27.27;28 ° 16 ' S;H-11;251.04;251.04;151;151;Mercury;2392;Haydn;Haydn;Crater, craters;AA;251.04;-27.27;288.55;-24.32;-30.21;291.87;285.23;Planetographic  +East  0 - 360;H-11;J.. Austrian composer (1732-1809).;Europe;Austria;Approved;1976;59;07/03/2011;
Mercury;Haystack Vallis;MEVA500N31330W;Named formation;Valley;VA;HAYSTACK VALLIS;IAU approuved 1976;Radio telescope;U. S. A.;from U. S. A.;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Radio telescope facility in Massachusetts.;313.3;46 ° 42 '  W;5;5 ° 0 ' N;H-06;261.48;??;158;??;Mercury;2395;Haystack Vallis;Haystack Vallis;Vallis, valles;VA;261.48;5;313.3;7.68;2.16;314.62;311.92;Planetographic  +East  0 - 360;H-06;Radio telescope facility in Massachusetts.;North America;American;Approved;1976;80;12/03/2012;
Mercury;Heemskerck Rupes;MERU2738N23538W;Named formation;Scarp;RU;HEEMSKERCK RUPES;IAU approuved 1976;Ship;Netherlands (Dutch);from Netherlands (Dutch);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;One of Tasman's ships to explore Australia, New Zealand, 1642-43.;235.38;124 ° 37 '  W;27.38;27 ° 37 ' N;H-03;320.61;??;194;??;Mercury;2410;Heemskerck Rupes;Heemskerck Rupes;Rupes, rupÄ“s;RU;320.61;27.38;235.38;30.2;24.57;238.06;233.09;Planetographic  +East  0 - 360;H-03;Dutch. one of Tasman's ships to explore Australia, New Zealand, 1642-43.;Europe;Netherlands (Dutch);Approved;1976;59;07/03/2011;
Mercury;Heine;MEAA3253N23461W;Named formation;Crater;AA;Heinrich HEINE;IAU approuved 1979;Poet;Germany;from Germany;19;19 th century;???;1797;???;1856;???;234.61;125 ° 23 '  W;32.53;32 ° 28 ' N;H-03;72.68;72.68;43;43;Mercury;2414;Heine;Heine;Crater, craters;AA;72.68;32.53;234.61;33.39;31.68;235.62;233.6;Planetographic  +East  0 - 360;H-03;Heinrich. German poet (1797-1856).;Europe;Germany;Approved;1979;59;07/03/2011;
Mercury;Heliocaminus;MEAL4000N19000W;Named formation;Albedo Feature;AL;HELIOCAMINUS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;190;170 ° 0 '  W;40;40 ° 0 ' N;H-03;??;??;??;??;Mercury;2425;Heliocaminus;Heliocaminus;Albedo Feature;AL;0;40;190;;;;;Planetographic  +East  0 - 360;H-03;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
Mercury;Hemingway;MEAA1756N35705W;Named formation;Crater;AA;Ernest Miller HEMINGWAY;IAU approuved Jul 9, 2009;Author;U. S. A.;from U. S. A.;20;20 th century;???;1899;???;1961;???;357.05;2 ° 57 '  W;17.56;17 ° 26 ' N;H-06;132.11;132.11;79;79;Mercury;14582;Hemingway;Hemingway;Crater, craters;AA;132.11;17.56;357.05;19.11;16.01;358.68;355.42;Planetographic  +East  0 - 360;H-06;Ernest Miller. American author (1899-1961).;North America;American;Approved;Jul 9, 2009;227;07/03/2011;
Mercury;Henri;MEAA7869N15892E;Named formation;Crater;AA;Robert HENRI;IAU approuved Apr 24, 2012;Painter;U. S. A.;from U. S. A.;20;20 th century;???;1865;???;1929;???;158.92;158 ° 5 '  E;78.69;78 ° 19 ' N;H-01;163.8;163.8;99;99;Mercury;14962;Henri;Henri;Crater, craters;AA;163.8;78.69;158.92;80.57;76.72;168.59;149.22;Planetographic  +East  0 - 360;H-01;Robert. American painter (1865 â€“1929).;North America;American;Approved;Apr 24, 2012;75;4/24/12;
Mercury;Hero Rupes;MERU5872S18830W;Named formation;Scarp;RU;HERO RUPES;IAU approuved 1976;Ship;U. S. A.;from U. S. A.;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Palmer's ship to explore Antarctic coast, 1820-21.;188.3;171 ° 42 '  W;-58.72;59 ° 43 ' S;H-12;456.45;??;276;??;Mercury;2474;Hero Rupes;Hero Rupes;Rupes, rupÄ“s;RU;456.45;-58.72;188.3;-53.93;-60.46;197.96;184.55;Planetographic  +East  0 - 360;H-12;American. Palmer's ship to explore Antarctic coast, 1820-21.;North America;American;Approved;1976;80;07/03/2011;
Mercury;Hesiod;MEAA5824S32578W;Named formation;Crater;AA;HESIOD;IAU approuved 1976;Poet;Greece;from Greece;-8;8 th century B.C.;???; 800;???;B.C.;???;325.78;34 ° 13 '  W;-58.24;59 ° 14 ' S;H-11;101.03;101.03;61;61;Mercury;2484;Hesiod;Hesiod;Crater, craters;AA;101.03;-58.24;325.78;-57.06;-59.43;328.03;323.52;Planetographic  +East  0 - 360;H-11;Greek poet (c. 800 B.C.).;Europe;Greek;Approved;1976;59;07/03/2011;
Mercury;Hesperis;MEAL4500S500E;Named formation;Albedo Feature;AL;HESPERIS;IAU approuved 1976;Not appliable;Roma;from Roma;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Albedo feature. Antoniadi map.;5;5 ° 0 '  E;-45;45 ° 0 ' S;H-14;??;??;??;??;Mercury;2489;Hesperis;Hesperis;Albedo Feature;AL;0;-45;5;;;;;Planetographic  +East  0 - 360;H-14;Albedo feature. Antoniadi map.;Europe;Roman;Approved;1976;60;07/03/2011;
