BODY;NAME;PUN;NAMETYPE;TYPE;TYPECODE;NAMEDETAIL;NAMEORIGIN;WORK;COUNTRY;NATIONALTY;CENTURYN;CENTURYC;BIRTHDATE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;LENGTHKM;WIDEKM;Target;Feature_ID;Feature_Name;Clean_Feature_Name;Feature_Type;Feature_Type_Code;Diameter;Center_Latitude;Center_Longitude;Northern_Latitude;Southern_Latitude;Eastern_Longitude;Western_Longitude;Coordinate_System;Quad;Origin;Continent;Ethnicity;Approval_Status;Approval_Date;Reference;Last_Updated;Additional_Info
Jupiter;EQUATORIAL ZONE 120E;JUZO0N12000;Named formation;Light colored region;ZO;EQUATORIAL ZONE 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';0;0°0';448900;16200;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;EQUATORIAL ZONE 240E;JUZO0N24000;Named formation;Light colored region;ZO;EQUATORIAL ZONE 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';0;0°0';448900;16200;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH EQUATORIAL BELT 0E;JUBE1300S0;Named formation;Dark colored region;BE;SOUTH EQUATORIAL BELT 0E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0;0°0';-13;-13°0';437400;16200;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH EQUATORIAL BELT 120E;JUBE1300S12000;Named formation;Dark colored region;BE;SOUTH EQUATORIAL BELT 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';-13;-13°0';437400;16200;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH EQUATORIAL BELT 240E;JUBE1300S24000;Named formation;Dark colored region;BE;SOUTH EQUATORIAL BELT 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';-13;-13°0';437400;16200;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TROPICAL ZONE 0E;JUZO2400S0;Named formation;Light colored region;ZO;SOUTH TROPICAL ZONE 0E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0;0°0';-24;-24°0';410100;9900;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TROPICAL ZONE 120E;JUZO2400S12000;Named formation;Light colored region;ZO;SOUTH TROPICAL ZONE 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';-24;-24°0';410100;9900;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TROPICAL ZONE 240E;JUZO2400S24000;Named formation;Light colored region;ZO;SOUTH TROPICAL ZONE 240E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;240;240°0';-24;-24°0';410100;9900;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TEMPERATE BELT 0E;JUBE3000S0;Named formation;Dark colored region;BE;SOUTH TEMPERATE BELT 0E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0;0°0';-30;-30°0';388800;5700;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
Jupiter;SOUTH TEMPERATE BELT 120E;JUBE3000S12000;Named formation;Dark colored region;BE;SOUTH TEMPERATE BELT 120E;Unknown origin (18th century ?);Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;120;120°0';-30;-30°0';388800;5700;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data;No IAU data
